season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2016-2017,ISU World Cup 2016/17 - Dresden (GER),500m,w,Rep.Heats,1,1,1,,43,vanRUIJVENLara,7710,NED,44.626,Q
2016-2017,ISU World Cup 2016/17 - Dresden (GER),500m,w,Rep.Heats,1,2,3,,58,VIVIANIElena,7583,ITA,44.730,q
2016-2017,ISU World Cup 2016/17 - Dresden (GER),500m,w,Rep.Heats,1,3,2,,85,MichaelaKUNCIROVA,8552,CZE,44.815,
2016-2017,ISU World Cup 2016/17 - Dresden (GER),500m,w,Rep.Heats,1,4,4,,87,AprilSHIN,8526,USA,46.353,
2016-2017,ISU World Cup 2016/17 - Dresden (GER),500m,w,Rep.Heats,1,5,5,,35,BURICKatarina,8550,CRO,46.453,
2016-2017,ISU World Cup 2016/17 - Dresden (GER),500m,w,Rep.Heats,2,1,1,,64,KIKUCHISumire,7980,JPN,44.866,Q
2016-2017,ISU World Cup 2016/17 - Dresden (GER),500m,w,Rep.Heats,2,2,5,,142,YUMiaohui,9095,CHN,46.003,
2016-2017,ISU World Cup 2016/17 - Dresden (GER),500m,w,Rep.Heats,2,3,2,,93,MiladaDOSLA,8729,CZE,46.268,
2016-2017,ISU World Cup 2016/17 - Dresden (GER),500m,w,Rep.Heats,2,4,4,,37,YAKIMOVAAnna,8702,BUL,46.453,
2016-2017,ISU World Cup 2016/17 - Dresden (GER),500m,w,Rep.Heats,2,5,3,,95,MariyaIZAFATAVA,8651,BLR,46.637,
2016-2017,ISU World Cup 2016/17 - Dresden (GER),500m,w,Rep.Heats,3,1,1,,69,AndreaKESZLER,7147,HUN,45.175,Q
2016-2017,ISU World Cup 2016/17 - Dresden (GER),500m,w,Rep.Heats,3,2,2,,88,STORMOWSKAKamila,9008,POL,45.262,
2016-2017,ISU World Cup 2016/17 - Dresden (GER),500m,w,Rep.Heats,3,3,4,,137,DAUDETGwendoline,9100,FRA,46.661,
2016-2017,ISU World Cup 2016/17 - Dresden (GER),500m,w,Rep.Heats,3,4,3,,133,AnjaCHONG,8064,MAS,59.603,
2016-2017,ISU World Cup 2016/17 - Dresden (GER),500m,w,Rep.Heats,4,1,1,,155,BINEYMaame,9144,USA,44.939,Q
2016-2017,ISU World Cup 2016/17 - Dresden (GER),500m,w,Rep.Heats,4,2,2,,151,AHNSeJung,7985,KOR,45.122,q
2016-2017,ISU World Cup 2016/17 - Dresden (GER),500m,w,Rep.Heats,4,3,5,,140,ErikaLINDGREN,9210,SWE,45.755,
2016-2017,ISU World Cup 2016/17 - Dresden (GER),500m,w,Rep.Heats,4,4,3,,109,IZAFATAVAHanna,9068,BLR,47.287,
2016-2017,ISU World Cup 2016/17 - Dresden (GER),500m,w,Rep.Heats,4,5,4,,81,PetraVANKOVA,8705,CZE,notime,
2016-2017,ISU World Cup 2016/17 - Dresden (GER),500m,w,Rep.Heats,5,1,1,,72,THOMSONKathryn,8465,GBR,45.029,Q
2016-2017,ISU World Cup 2016/17 - Dresden (GER),500m,w,Rep.Heats,5,2,2,,26,DESMETHanne,8699,BEL,45.086,q
2016-2017,ISU World Cup 2016/17 - Dresden (GER),500m,w,Rep.Heats,5,3,3,,147,TinaGRASSOW,6855,GER,45.191,
2016-2017,ISU World Cup 2016/17 - Dresden (GER),500m,w,Rep.Heats,5,4,5,,138,RenataSZOCS,7988,ROU,46.901,
2016-2017,ISU World Cup 2016/17 - Dresden (GER),500m,w,Rep.Heats,5,5,4,,143,ASCICValentina,8603,CRO,47.128,
