season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2012-2013,"ISU World Cup 2012/2013, Nagoya (JPN)",5000mRelay,m,FinalB,1,1,2,,311,CANADA,7309,CAN,6:46.672,
2012-2013,"ISU World Cup 2012/2013, Nagoya (JPN)",5000mRelay,m,FinalB,1,2,1,,313,FRANCE,7319,FRA,6:47.908,
2012-2013,"ISU World Cup 2012/2013, Nagoya (JPN)",5000mRelay,m,FinalB,1,3,3,,317,JAPAN,7310,JPN,6:54.349,
2012-2013,"ISU World Cup 2012/2013, Nagoya (JPN)",5000mRelay,m,FinalB,1,4,4,,318,KAZAKHSTAN,7356,KAZ,7:00.973,
