race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,5,,259,KNEGTSjinkie,7352,NED,2:24.158,Q
0,2,1,,253,LEEJungSu,7266,KOR,2:24.275,Q
0,3,3,,244,MintoSEKAI,7931,JPN,2:24.728,
0,4,4,,228,BenceBERES,7438,HUN,2:24.865,
0,5,2,,220,PaulSTANLEY,7054,GBR,2:24.978,
0,6,6,,284,OleksiyKOSHELENKO,7121,UKR,2:26.181,
1,1,1,,207,HAMELINCharles,6610,CAN,2:27.836,Q
1,2,4,,287,KyleCARR,6134,USA,2:28.408,Q
1,3,3,,227,DanielZETZSCHE,7436,GER,2:29.919,
1,4,2,,280,ValentynDANILOVSKYI,7895,UKR,2:30.737,
1,5,5,,221,IanUPCOTT,7257,GBR,2:54.138,
2,1,5,,205,RemiBEAULIEU,6299,CAN,2:18.960,Q
2,2,1,,248,WATANABEKeita,7605,JPN,2:19.476,Q
2,3,6,,261,BjoernPOSTMA,7446,NED,2:21.072,q
2,4,2,,232,OLAHBence,7439,HUN,2:21.447,
2,5,3,,201,YauheniRYZHOU,7772,BLR,2:23.976,
2,PEN,4,,215,MaximeCHATAIGNIER,6106,FRA,PEN,
3,1,5,,252,LEEHo-Suk,6856,KOR,2:16.753,Q
3,2,4,,271,ViacheslavKURGINIAN,6934,RUS,2:16.863,Q
3,3,2,,203,EdinBRANKOVIC,7256,BIH,2:20.143,q
3,4,1,,263,AdamFILIPOWICZ,6156,POL,2:20.316,
3,5,3,,277,SelimTANRIKULU,7760,TUR,2:25.972,
4,1,6,,269,SemenELISTRATOV,7293,RUS,2:25.653,Q
4,2,5,,288,J.R.CELSKI,7279,USA,2:25.705,Q
4,3,4,,213,YANGFei,8350,CHN,2:25.884,
4,4,1,,230,ShaolinSandorLIU,7928,HUN,2:27.296,
4,5,3,,267,DawidRZEMIENIECKI,7879,POL,2:28.104,
4,6,2,,286,DmytroPOLTAVETS,7221,UKR,2:29.251,
5,1,6,,255,SINdaWoon,8035,KOR,2:23.507,Q
5,2,5,,206,Francois-LouisTREMBLAY,6704,CAN,2:23.975,Q
5,3,1,,240,EdoardoREGGIANI,7161,ITA,2:25.561,
5,4,3,,250,AndreySTARZHINSKIY,7744,KAZ,2:28.947,
5,5,2,,279,NecmettinBerkYETISKEN,8352,TUR,2:36.638,
5,6,4,,234,SubodhBalavantPATIL,6241,IND,2:53.483,
6,1,4,,291,John-HenryKRUEGER,7763,USA,2:24.552,Q
6,2,6,,242,YoshiakiOGURO,7743,JPN,2:25.112,Q
6,3,5,,241,DavideVISCARDI,7440,ITA,2:27.977,
6,4,2,,223,RobertBECKER,7258,GER,2:34.811,ADV
6,PEN,1,,212,SONGWeilong,7156,CHN,PEN,
6,DNS,3,,275,MenderesEREN,8351,TUR,DNS,
