season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2015-2016,ISU World Cup 2015/16 - Montreal (CAN),5000mRelay,m,Heats,1,1,3,,317,NETHERLANDS,9027,NED,6:44.678,Q
2015-2016,ISU World Cup 2015/16 - Montreal (CAN),5000mRelay,m,Heats,1,2,2,,316,GREATBRITAIN,9019,GBR,6:46.112,Q
2015-2016,ISU World Cup 2015/16 - Montreal (CAN),5000mRelay,m,Heats,1,PEN,1,,318,ITALY,9023,ITA,PEN,
2015-2016,ISU World Cup 2015/16 - Montreal (CAN),5000mRelay,m,Heats,2,1,3,,314,RUSSIA,9029,RUS,6:52.419,Q
2015-2016,ISU World Cup 2015/16 - Montreal (CAN),5000mRelay,m,Heats,2,2,1,,325,HUNGARY,9021,HUN,6:52.861,Q
2015-2016,ISU World Cup 2015/16 - Montreal (CAN),5000mRelay,m,Heats,2,3,2,,319,JAPAN,9024,JPN,6:54.922,
2015-2016,ISU World Cup 2015/16 - Montreal (CAN),5000mRelay,m,Heats,2,4,4,,322,AUSTRALIA,9012,AUS,6:58.067,
2015-2016,ISU World Cup 2015/16 - Montreal (CAN),5000mRelay,m,Heats,3,1,3,,320,CHINA,9022,CHN,6:53.372,Q
2015-2016,ISU World Cup 2015/16 - Montreal (CAN),5000mRelay,m,Heats,3,2,4,,321,CANADA,9016,CAN,6:53.489,Q
2015-2016,ISU World Cup 2015/16 - Montreal (CAN),5000mRelay,m,Heats,3,3,1,,324,KAZAKHSTAN,9025,KAZ,6:53.718,
2015-2016,ISU World Cup 2015/16 - Montreal (CAN),5000mRelay,m,Heats,3,4,2,,323,GERMANY,9020,GER,6:56.479,
2015-2016,ISU World Cup 2015/16 - Montreal (CAN),5000mRelay,m,Heats,4,1,2,,315,KOREA,9026,KOR,6:53.095,Q
2015-2016,ISU World Cup 2015/16 - Montreal (CAN),5000mRelay,m,Heats,4,2,3,,312,UNITEDSTATES,9032,USA,6:54.128,Q
2015-2016,ISU World Cup 2015/16 - Montreal (CAN),5000mRelay,m,Heats,4,3,1,,313,FRANCE,9018,FRA,6:55.973,
