race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,5,,,DanielWEINSTEIN,6940,USA,1:31.053,,
0,2,4,,,EricBEDARD,6703,CAN,1:31.093,,
0,3,1,,,FabioCARTA,6001,ITA,1:31.253,,
0,4,3,,,TakafumiNISHITANI,6323,JPN,1:31.280,,
0,5,2,,,BrunoLOSCOS,6643,FRA,1:31.347,,
1,1,3,,,ApoloAntonOHNO,6497,USA,1:35.856,,
1,2,1,,,NickyGOOCH,6640,GBR,1:36.032,,
1,3,4,,,SimonvanVOSSEL,7098,BEL,1:37.141,,
1,DQ,2,,,NicolaFRANCESCHINA,6331,ITA,DQ,,
2,1,3,,,Francois-LouisTREMBLAY,6704,CAN,1:31.454,,
2,2,2,,,ANYulong,6656,CHN,1:31.516,,
2,3,1,,,FENGKai,6058,CHN,1:31.642,,
2,4,4,,,DaveVERSTEEG,6540,NED,1:32.153,,
3,1,4,,,LIJiajun,7095,CHN,1:33.501,,
3,2,3,,,RustySMITH,6496,USA,1:33.583,,
3,3,2,,,NicolaRODIGARI,6332,ITA,1:33.613,,
3,4,1,,,PieterGYSEL,6425,BEL,1:33.938,,
