race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,3,,129,TomIVESON,6898,GBR,1:35.781,Q
0,2,4,,155,FreekvanderWART,7269,NED,1:36.228,Q
0,3,2,,120,BenoitANTERIEUX,6193,FRA,1:36.610,ADV
0,DQ,1,,158,DariuszKULESZA,6817,POL,DQ,
1,1,1,,179,TravisJAYNER,6300,USA,1:35.503,Q
1,2,3,,137,RobertoSERRA,6463,ITA,1:36.010,Q
1,3,2,,125,RobertBECKER,7258,GER,1:36.055,q
1,4,4,,175,AntonSIMON,6026,UKR,1:38.398,
2,1,1,,151,NielsKERSTHOLT,7067,NED,1:36.966,Q
2,2,2,,143,ShotaroTANAKA,7347,JPN,1:37.032,Q
2,3,4,,145,ArturSULTANGALIYEV,6158,KAZ,1:37.571,
2,DQ,3,,156,BartoszKONOPKO,7169,POL,DQ,
3,1,1,,112,LIUXiaoLiang,6233,CHN,1:42.508,Q
3,2,2,,135,ClaudioRINALDI,7261,ITA,1:42.603,Q
3,3,4,,173,AndriyKOZHUKH,6133,UKR,1:43.704,
3,4,3,,116,CHENGEricI,6937,TPE,1:43.932,
4,1,1,,119,JeremyMASSON,6173,FRA,1:37.314,Q
4,2,4,,154,IngmarvanRIEL,6186,NED,1:37.393,Q
4,3,3,,126,RobertSEIFERT,6176,GER,1:38.136,
4,4,2,,148,NurbergenZHUMAGAZIYEV,7349,KAZ,1:39.542,
