season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2015-2016,ISU Shanghai Trophy 2016,1000m,w,Quarterfinals,1,1,2,,5,FANKexin,7694,CHN,1:32.253,Q
2015-2016,ISU Shanghai Trophy 2016,1000m,w,Quarterfinals,1,2,4,,9,TAOJiaying,8667,CHN,1:32.360,Q
2015-2016,ISU Shanghai Trophy 2016,1000m,w,Quarterfinals,1,3,3,,49,DeannaLOCKETT,7956,AUS,1:32.394,q
2015-2016,ISU Shanghai Trophy 2016,1000m,w,Quarterfinals,1,4,1,,104,PARKJunghyun,9113,KOR,1:32.459,
2015-2016,ISU Shanghai Trophy 2016,1000m,w,Quarterfinals,2,1,2,,22,PetraJASZAPATI,8611,HUN,1:33.477,Q
2015-2016,ISU Shanghai Trophy 2016,1000m,w,Quarterfinals,2,2,3,,58,LINYue,8548,CHN,1:33.529,Q
2015-2016,ISU Shanghai Trophy 2016,1000m,w,Quarterfinals,2,3,1,,101,QUChunyu,8071,CHN,1:33.634,q
2015-2016,ISU Shanghai Trophy 2016,1000m,w,Quarterfinals,2,4,4,,31,HUOTMARCHANDTifany,7976,FRA,1:33.886,
2015-2016,ISU Shanghai Trophy 2016,1000m,w,Quarterfinals,3,1,1,,15,PIERRONVeronique,6196,FRA,1:35.480,Q
2015-2016,ISU Shanghai Trophy 2016,1000m,w,Quarterfinals,3,2,2,,45,GUOYihan,8364,CHN,1:35.617,Q
2015-2016,ISU Shanghai Trophy 2016,1000m,w,Quarterfinals,3,3,4,,16,JessicaKOOREMAN,7649,USA,1:35.637,
2015-2016,ISU Shanghai Trophy 2016,1000m,w,Quarterfinals,3,PEN,3,,103,LEEYuBin,9112,KOR,PEN,
