season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,500m,m,Preliminaries,1,1,1,,126,FERCOQQuentin,8605,FRA,43.694,Q,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,500m,m,Preliminaries,1,2,3,,109,DESMETStijn,8706,BEL,43.782,Q,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,500m,m,Preliminaries,1,3,5,,143,ANTONIOLIMattia,8572,ITA,45.140,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,500m,m,Preliminaries,1,4,2,,168,JasonCLAGUE,8636,NZL,45.587,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,500m,m,Preliminaries,1,5,4,,134,CHUSidneyK,8736,HKG,52.274,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,500m,m,Preliminaries,2,1,3,,122,XUHongzhi,8070,CHN,42.532,Q,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,500m,m,Preliminaries,2,2,1,,137,ShaoangLIU,8564,HUN,42.747,Q,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,500m,m,Preliminaries,2,3,5,,119,MaximeLAOUN,8599,CAN,42.836,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,500m,m,Preliminaries,2,4,2,,112,TarikOMERAGIC,8533,BIH,48.035,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,500m,m,Preliminaries,2,5,4,,179,OliverRINGER,8755,SVK,48.400,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,500m,m,Preliminaries,3,1,4,,163,LeonBLOEMHOF,8634,NED,43.860,Q,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,500m,m,Preliminaries,3,2,5,,148,KIKUCHIKota,8620,JPN,43.874,Q,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,500m,m,Preliminaries,3,3,3,,177,MichalCUJA,8754,SVK,47.915,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,500m,m,Preliminaries,3,4,1,,135,TSANGKeiWingKelvin,7735,HKG,51.566,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,500m,m,Preliminaries,3,5,2,,141,OmkaraYOGARAJ,8739,IND,1:06.393,,
