season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Preliminaries,1,1,3,,11,PIERRONVeronique,6196,FRA,1:39.590,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Preliminaries,1,2,2,,39,MalwinaZAWADA,6155,POL,1:39.670,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Preliminaries,1,3,4,,25,VALCEPINAMartina,7159,ITA,1:39.797,,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Preliminaries,1,4,1,,48,SafiyaVLASOVA,7175,UKR,1:42.969,,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Preliminaries,2,1,4,,7,Marie-AndreeMENDES-CAMPEAU,7412,CAN,1:39.126,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Preliminaries,2,2,1,,13,JuliaRIEDEL,6287,GER,1:39.576,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Preliminaries,2,3,3,,22,ValeriePOSTRIGAN,7295,ISR,2:00.467,,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Preliminaries,2,DQ,2,,52,ErinBARTLETT,7428,USA,DQ,,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Preliminaries,3,1,3,,17,CHRISTIEElise,7135,GBR,1:39.127,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Preliminaries,3,2,2,,44,LiaSTEPANOVA,6150,RUS,1:39.360,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Preliminaries,3,3,5,,28,ChikaISHIDA,7418,JPN,1:39.450,,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Preliminaries,3,4,1,,35,vanKERKHOFYara,7422,NED,1:40.612,,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Preliminaries,3,5,4,,2,EvaWALCH,7125,AUT,1:45.064,,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Preliminaries,4,1,4,,23,AriannaFONTANA,6227,ITA,1:37.393,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Preliminaries,4,2,1,,8,ValerieLAMBERT,7132,CAN,1:37.905,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Preliminaries,4,3,3,,12,WALTERBianca,7232,GER,1:38.223,,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Preliminaries,4,4,2,,31,YelenaSKACHKOVA,6231,KAZ,1:39.589,,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Preliminaries,5,2,1,,3,VeraANTANENKA,7099,BLR,1:40.968,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Preliminaries,5,3,3,,29,InnaSIMONOVA,7241,KAZ,1:40.983,,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Preliminaries,5,4,5,,20,BarbaraTRESZNER,7415,HUN,1:41.609,,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Preliminaries,5,5,2,,42,OttiliaSILLO,7425,ROU,1:44.958,,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Preliminaries,6,1,3,,10,LIUYang,7414,CHN,1:40.626,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Preliminaries,6,2,4,,24,LuciaPERETTI,7160,ITA,1:40.724,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Preliminaries,6,3,1,,50,AlysonDUDEK,7290,USA,1:40.762,,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Preliminaries,6,4,2,,15,AlexSTANLEY,7140,GBR,1:41.356,,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Preliminaries,7,1,3,,26,BibaSAKURAI,7240,JPN,1:39.410,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Preliminaries,7,2,1,,16,CharlotteGILMARTIN,7136,GBR,1:40.926,Q,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Preliminaries,7,3,5,,47,OlenaKORINCHUK,7252,UKR,1:41.014,,
2007-2008,"2008 ISU World Junior Championships, Italy",1000M,w,Preliminaries,7,4,4,,40,BeataPODWYSOCKA,7424,POL,1:41.196,,
