season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,m,Heats,1,1,3,,2,ShaolinSandorLIU,7928,HUN,1:29.985,Q,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,m,Heats,1,2,1,,57,WATANABEKeita,7605,JPN,1:30.132,Q,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,m,Heats,1,3,4,,189,BLUNDENKeanu,8593,AUS,1:30.750,q,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,m,Heats,1,4,5,,80,LEPAPESebastien,7554,FRA,1:30.769,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,m,Heats,1,5,2,,52,KOLENCMartin,8604,CRO,1:32.534,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,m,Heats,2,2,2,,7,RENZiwei,8601,CHN,1:30.978,Q,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,m,Heats,2,3,4,,23,DOTTITommaso,7604,ITA,1:31.139,q,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,m,Heats,2,4,5,,36,NicolasLABORDE,9096,COL,1:33.628,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,m,Heats,2,YC,3,,24,PETREWard,8708,BEL,YC,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,m,Heats,3,1,4,,125,DUBOISSteven,9092,CAN,1:28.052,Q,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,m,Heats,3,2,1,,60,SHULGINOVAlexander,8752,RUS,1:28.525,Q,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,m,Heats,3,3,3,,135,LUEDTKEAdrian,9104,GER,1:28.714,q,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,m,Heats,3,4,2,,6,XUHongzhi,8070,CHN,1:29.314,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,m,Heats,3,5,5,,136,AlexVARNYU,8337,HUN,1:30.937,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,m,Heats,4,1,3,,3,HWANGDaeHeon,9115,KOR,1:28.721,Q,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,m,Heats,4,2,1,,1,HAMELINCharles,6610,CAN,1:30.048,Q,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,m,Heats,4,3,2,,41,BYKANOVVladislav,6178,ISR,notime,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,m,Heats,4,PEN,4,,54,WUDajing,7729,CHN,PEN,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,m,Heats,4,PEN,5,,166,SITNIKOVPavel,9133,RUS,PEN,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,m,Heats,5,1,5,,5,SemenELISTRATOV,7293,RUS,1:29.459,Q,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,m,Heats,5,2,1,,31,DESMETStijn,8706,BEL,1:29.610,Q,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,m,Heats,5,3,2,,67,NurbergenZHUMAGAZIYEV,7349,KAZ,1:31.425,q,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,m,Heats,5,4,4,,38,GEORGIEVDimitar,8541,BUL,1:32.199,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,m,Heats,5,PEN,3,,167,ThomasInsukHONG,8084,USA,PEN,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,m,Heats,6,1,1,,154,LEEJuneSeo,9370,KOR,1:28.614,Q,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,m,Heats,6,2,2,,19,CONFORTOLAYuri,6561,ITA,1:28.896,Q,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,m,Heats,6,3,4,,182,KRUZBERGSRoberts,9117,LAT,1:28.975,q,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,m,Heats,6,4,3,,70,TRANAaron,8528,USA,1:29.274,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,m,Heats,6,5,5,,82,FiratYARDIMCI,8520,TUR,1:29.306,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,m,Heats,7,1,2,,18,ThibautFAUCONNET,6785,FRA,1:32.596,Q,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,m,Heats,7,2,1,,68,HOOGERWERFDylan,8497,NED,1:32.695,Q,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,m,Heats,7,3,4,,20,CsabaBURJAN,7738,HUN,1:33.119,q,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,m,Heats,7,4,5,,11,YOSHINAGAKazuki,8745,JPN,1:33.376,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,m,Heats,7,5,3,,26,HANDEIOleh,9073,UKR,1:44.502,,
