season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",1000m,w,Heats,1,1,1,,80,KimberlyDERRICK,6246,USA,1:34.883,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",1000m,w,Heats,1,2,3,,19,MENGXiaoxue,7185,CHN,1:34.972,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",1000m,w,Heats,1,3,2,,43,KatiaZINI,6076,ITA,1:35.442,
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",1000m,w,Heats,1,4,4,,60,EvitaKRIEVANE,6833,LAT,1:36.759,
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",1000m,w,Heats,2,1,1,,16,ZHOUYang,6222,CHN,1:32.926,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",1000m,w,Heats,2,2,4,,8,AmandaOVERLAND,7079,CAN,1:33.128,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",1000m,w,Heats,2,3,2,,47,YukaKAMINO,6945,JPN,1:35.014,
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",1000m,w,Heats,2,4,3,,85,MaryGRACE,7187,USA,1:35.457,
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",1000m,w,Heats,3,1,3,,54,JUNGEun-Ju,6297,KOR,1:40.001,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",1000m,w,Heats,3,2,4,,10,AnneMALTAIS,6355,CAN,1:40.589,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",1000m,w,Heats,3,3,1,,76,OlgaBELYAKOVA,7112,RUS,1:41.332,
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",1000m,w,Heats,3,4,2,,6,GerganaPATSOVA,6794,BUL,1:41.373,
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",1000m,w,Heats,4,1,1,,58,YANGShin-Young,7163,KOR,1:40.156,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",1000m,w,Heats,4,2,3,,65,LiesbethMAUASAM,6444,NED,1:40.876,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",1000m,w,Heats,4,3,4,,84,CarlyWILSON,6153,USA,1:41.196,
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",1000m,w,Heats,4,4,2,,2,VeronikaWINDISCH,6427,AUT,1:41.236,
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",1000m,w,Heats,5,1,1,,55,JINSun-Yu,6108,KOR,1:34.796,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",1000m,w,Heats,5,2,2,,9,KalynaROBERGE,6284,CAN,1:35.113,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",1000m,w,Heats,5,3,4,,24,CHRISTIEElise,7135,GBR,1:36.605,
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",1000m,w,Heats,5,4,3,,44,MartaCAPURSO,6328,ITA,1:39.365,
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",1000m,w,Heats,6,1,3,,36,BernadettHEIDUM,6798,HUN,1:38.746,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",1000m,w,Heats,6,2,1,,75,OlgaMASKAIKINA,6685,RUS,1:38.818,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",1000m,w,Heats,6,3,2,,64,AnoukZOUTENDIJK,6147,NED,1:38.944,
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",1000m,w,Heats,6,4,4,,30,JuliaRIEDEL,6287,GER,1:39.109,
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",1000m,w,Heats,7,2,3,,33,AikaKLEIN,6359,GER,1:37.664,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",1000m,w,Heats,7,3,4,,74,ValeriyaREZNIK,6573,RUS,1:52.159,ADV
2007-2008,"Samsung ISU World Cup 2007/2008, Netherlands, Heerenveen",1000m,w,Heats,7,DQ,1,,49,MikaOZAWA,6318,JPN,DQ,
