season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
1996-1997,1997 World Junior Championships,1500M,m,Heats,1,1,1,,,KIMDong-Sung,6944,KOR,2:27.093,
1996-1997,1997 World Junior Championships,1500M,m,Heats,1,2,5,,,HAUPTMANNMarek,6865,GER,2:27.834,
1996-1997,1997 World Junior Championships,1500M,m,Heats,1,3,2,,,KRASNOTSVETOVEvgeni,7016,RUS,2:30.892,
1996-1997,1997 World Junior Championships,1500M,m,Heats,1,4,3,,,EDWARDSMICHAEL,7017,GBR,2:31.607,
1996-1997,1997 World Junior Championships,1500M,m,Heats,1,5,6,,,VANORSOUWMATTHEW,7019,NZL,2:56.188,
1996-1997,1997 World Junior Championships,1500M,m,Heats,1,DQ,4,,,PieterGYSEL,6425,BEL,DQ,
1996-1997,1997 World Junior Championships,1500M,m,Heats,2,1,5,,,CHUNGSuk-Joo,7021,KOR,2:36.451,
1996-1997,1997 World Junior Championships,1500M,m,Heats,2,2,1,,,HayatoSUEYOSHI,6321,JPN,2:36.528,
1996-1997,1997 World Junior Championships,1500M,m,Heats,2,3,4,,,AlessandroORTALLI,6605,ITA,2:36.737,
1996-1997,1997 World Junior Championships,1500M,m,Heats,2,4,3,,,AdamFILLMORE,6690,RSA,2:42.471,
1996-1997,1997 World Junior Championships,1500M,m,Heats,2,DQ,2,,,BalazsKNOCH,6341,HUN,DQ,
1996-1997,1997 World Junior Championships,1500M,m,Heats,3,1,6,,,SAITOYASUSHI,7012,JPN,2:28.434,
1996-1997,1997 World Junior Championships,1500M,m,Heats,3,2,1,,,SMITHTONY,6726,CAN,2:28.632,
1996-1997,1997 World Junior Championships,1500M,m,Heats,3,3,4,,,AndrewMcNEE,6431,AUS,2:29.131,
1996-1997,1997 World Junior Championships,1500M,m,Heats,3,4,3,,,MarkJACKSON,6941,NZL,2:30.257,
1996-1997,1997 World Junior Championships,1500M,m,Heats,3,5,5,,,KILDIAROVIldous,6629,RUS,2:31.968,
1996-1997,1997 World Junior Championships,1500M,m,Heats,3,DNS,2,,,MAXELLMarkus,6018,SWE,DNS,
1996-1997,1997 World Junior Championships,1500M,m,Heats,4,1,1,,,DanielWEINSTEIN,6940,USA,2:29.724,
1996-1997,1997 World Junior Championships,1500M,m,Heats,4,2,3,,,DenisZASLAVSKY,6335,ISR,2:31.850,
1996-1997,1997 World Junior Championships,1500M,m,Heats,4,3,5,,,YATESAnthony,7022,RSA,2:43.230,
1996-1997,1997 World Junior Championships,1500M,m,Heats,4,4,2,,,MiroslavBOIADJIEV,6777,BUL,3:21.678,
1996-1997,1997 World Junior Championships,1500M,m,Heats,4,5,4,,,STANKIEWICZMARCI,7020,POL,3:24.639,
1996-1997,1997 World Junior Championships,1500M,m,Heats,5,1,4,,,RustySMITH,6496,USA,2:41.263,
1996-1997,1997 World Junior Championships,1500M,m,Heats,5,2,5,,,BalazsKOVER,6758,HUN,2:41.600,
1996-1997,1997 World Junior Championships,1500M,m,Heats,5,3,1,,,KnutALSEMGEEST,6670,NED,2:42.426,
1996-1997,1997 World Junior Championships,1500M,m,Heats,5,4,3,,,SADOWSKITomasz,6857,POL,2:55.053,
1996-1997,1997 World Junior Championships,1500M,m,Heats,5,DNS,2,,,DELAGOUTTEFLORIAN,6693,FRA,DNS,
1996-1997,1997 World Junior Championships,1500M,m,Heats,6,1,3,,,TobiasRETSCHKE,6636,GER,2:36.495,
1996-1997,1997 World Junior Championships,1500M,m,Heats,6,2,4,,,Francois-LouisTREMBLAY,6704,CAN,2:36.627,
1996-1997,1997 World Junior Championships,1500M,m,Heats,6,3,1,,,SimoneRODIGARI,6053,ITA,2:36.938,
1996-1997,1997 World Junior Championships,1500M,m,Heats,6,4,6,,,KAFFDAVID,7018,AUS,2:37.775,
1996-1997,1997 World Junior Championships,1500M,m,Heats,6,5,5,,,CeesJUFFERMANS,6072,NED,2:38.050,
1996-1997,1997 World Junior Championships,1500M,m,Heats,6,DNS,2,,,VolodymyrCHERNEGA,6041,UKR,DNS,
