season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2016-2017,ISU European Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,1,1,1,,28,MagdalenaWARAKOMSKA,8502,POL,1:31.735,,
2016-2017,ISU European Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,1,2,2,,98,UZAKOVAMariia-Mahdalyna,8759,UKR,1:35.376,,
2016-2017,ISU European Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,1,3,3,,35,BURICKatarina,8550,CRO,1:36.597,,
2016-2017,ISU European Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,1,4,4,,36,DOLGOPOLOVAMariya,8096,UKR,1:46.613,,
2016-2017,ISU European Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,1,5,5,,37,YAKIMOVAAnna,8702,BUL,2:15.186,,
2016-2017,ISU European Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,1,DNS,6,,140,ErikaLINDGREN,9210,SWE,DNS,,
2016-2017,ISU European Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,2,1,3,,33,KaterinaNOVOTNA,6647,CZE,1:36.754,,
2016-2017,ISU European Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,2,2,1,,72,THOMSONKathryn,8465,GBR,1:37.086,,
2016-2017,ISU European Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,2,3,2,,31,HUOTMARCHANDTifany,7976,FRA,1:37.203,,
2016-2017,ISU European Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,2,4,4,,95,MariyaIZAFATAVA,8651,BLR,1:37.846,,
2016-2017,ISU European Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,2,5,5,,139,SandraTRUSOVA,9134,SVK,1:41.332,,
