season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,w,Heats,1,1,4,,37,KIMJiYoo,8764,KOR,1:40.135,Q,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,w,Heats,1,2,5,,22,PetraJASZAPATI,8611,HUN,1:40.168,Q,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,w,Heats,1,3,1,,14,ASCICValentina,8603,CRO,1:42.137,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,w,Heats,1,4,2,,29,HIRAIAmi,8618,JPN,1:56.915,ADV,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,w,Heats,1,5,3,,11,XUAili,8072,CHN,1:58.919,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,w,Heats,2,1,1,,8,AudreyPHANEUF,8360,CAN,1:37.142,Q,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,w,Heats,2,2,5,,49,MALAGICHEmina,7989,RUS,1:37.209,Q,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,w,Heats,2,3,4,,36,TIKHONOVAOlga,8621,KAZ,1:37.518,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,w,Heats,2,4,3,,26,BOTTERGOMEZNicole,8741,ITA,1:38.570,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,w,Heats,2,5,2,,2,MelanieBRANTNER,8077,AUT,1:46.703,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,w,Heats,3,1,1,,10,SUNYingying,8724,CHN,1:39.750,Q,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,w,Heats,3,2,2,,28,SIGHELArianna,8088,ITA,1:39.798,Q,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,w,Heats,3,3,3,,21,BACSKAISaraLuca,8609,HUN,1:40.388,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,w,Heats,3,4,4,,46,MALISZEWSKANatalia,8437,POL,1:40.588,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,w,Heats,4,1,1,,40,SONHakyung,8762,KOR,1:43.501,Q,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,w,Heats,4,2,5,,42,RozaKOOYSTRA,8495,NED,1:45.099,Q,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,w,Heats,4,3,3,,15,BURICKatarina,8550,CRO,1:47.859,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,w,Heats,4,4,4,,48,MagdalenaWARAKOMSKA,8502,POL,2:08.856,ADV,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,w,Heats,4,PEN,2,,53,AlicaPORUBSKA,8514,SVK,PEN,,
