season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",5000mRelay,m,Heats,1,1,4,,244,CANADA,7309,CAN,6:54.691,Q
2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",5000mRelay,m,Heats,1,2,2,,250,ITALY,7301,ITA,6:56.050,Q
2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",5000mRelay,m,Heats,1,3,3,,249,HUNGARY,7324,HUN,6:58.242,
2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",5000mRelay,m,Heats,1,4,1,,251,JAPAN,7310,JPN,7:06.287,
2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",5000mRelay,m,Heats,2,2,1,,245,CHINA,7303,CHN,6:52.557,Q
2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",5000mRelay,m,Heats,2,3,3,,254,RUSSIA,7307,RUS,6:53.302,q
2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",5000mRelay,m,Heats,2,4,2,,252,NETHERLANDS,7321,NED,6:59.241,
2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",5000mRelay,m,Heats,3,1,2,,253,KOREA,7300,KOR,6:56.441,Q
2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",5000mRelay,m,Heats,3,2,3,,248,GREATBRITAIN,7320,GBR,6:56.565,Q
2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",5000mRelay,m,Heats,3,3,1,,247,GERMANY,7302,GER,6:56.812,q
2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",5000mRelay,m,Heats,3,4,4,,246,FRANCE,7319,FRA,6:58.411,
