season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2016-2017,ISU European Short Track Speed Skating Championships 2017,3000mRelay,w,Heats,1,1,1,,304,FRANCE,9042,FRA,4:18.114,Q,
2016-2017,ISU European Short Track Speed Skating Championships 2017,3000mRelay,w,Heats,1,2,3,,307,ITALY,9039,ITA,4:18.139,Q,
2016-2017,ISU European Short Track Speed Skating Championships 2017,3000mRelay,w,Heats,1,3,2,,302,BULGARIA,9057,BUL,4:40.371,,
2016-2017,ISU European Short Track Speed Skating Championships 2017,3000mRelay,w,Heats,2,1,2,,308,NETHERLANDS,9040,NED,4:12.476,Q,
2016-2017,ISU European Short Track Speed Skating Championships 2017,3000mRelay,w,Heats,2,2,1,,309,POLAND,9041,POL,4:22.042,Q,
2016-2017,ISU European Short Track Speed Skating Championships 2017,3000mRelay,w,Heats,2,3,3,,303,CZECHREPUBLIC,9065,CZE,4:22.123,q,
2016-2017,ISU European Short Track Speed Skating Championships 2017,3000mRelay,w,Heats,3,1,1,,306,HUNGARY,9043,HUN,4:14.088,Q,
2016-2017,ISU European Short Track Speed Skating Championships 2017,3000mRelay,w,Heats,3,2,3,,310,RUSSIA,9046,RUS,4:14.111,Q,
2016-2017,ISU European Short Track Speed Skating Championships 2017,3000mRelay,w,Heats,3,3,2,,301,BELARUS,9079,BLR,4:25.638,q,
2016-2017,ISU European Short Track Speed Skating Championships 2017,3000mRelay,w,Heats,3,4,4,,311,UKRAINE,9050,UKR,4:31.999,,
