season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",500m,w,FinalB,1,1,2,,329,LIUQiuhong,6286,CHN,45.318,
2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",500m,w,FinalB,1,2,3,,391,PARKSeung-Hi,7164,KOR,45.424,
2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",500m,w,FinalB,1,3,1,,307,TatianaBORODULINA,6684,AUS,45.488,
2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",500m,w,FinalB,1,4,4,,346,WANGXinyue,7340,HKG,45.765,
