season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),3000mRelay,w,Quarterfinals,1,1,1,,309,NETHERLANDS,9040,NED,4:09.416,Q
2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),3000mRelay,w,Quarterfinals,1,2,3,,302,CHINA,9048,CHN,4:10.463,Q
2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),3000mRelay,w,Quarterfinals,1,3,4,,315,KAZAKHSTAN,9149,KAZ,4:20.277,q
2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),3000mRelay,w,Quarterfinals,1,4,2,,303,CZECHREPUBLIC,9065,CZE,4:20.895,
2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),3000mRelay,w,Quarterfinals,2,1,4,,311,RUSSIA,9046,RUS,4:12.369,Q
2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),3000mRelay,w,Quarterfinals,2,2,3,,301,CANADA,9049,CAN,4:12.832,Q
2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),3000mRelay,w,Quarterfinals,2,3,1,,310,POLAND,9041,POL,4:13.529,q
2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),3000mRelay,w,Quarterfinals,2,4,2,,314,BELARUS,9079,BLR,4:24.074,
2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),3000mRelay,w,Quarterfinals,3,2,2,,305,ITALY,9039,ITA,4:24.403,Q
2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),3000mRelay,w,Quarterfinals,3,3,3,,316,UKRAINE,9050,UKR,4:33.096,
2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),3000mRelay,w,Quarterfinals,3,PEN,1,,306,JAPAN,9047,JPN,PEN,
