season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2006-2007,"ISU World Cup 2006/2007, Canada, Montreal",1000m,w,Heats,1,1,1,,42,JINSun-Yu,6108,KOR,1:34.356,Q
2006-2007,"ISU World Cup 2006/2007, Canada, Montreal",1000m,w,Heats,1,2,2,,57,KimberlyDERRICK,6246,USA,1:35.155,Q
2006-2007,"ISU World Cup 2006/2007, Canada, Montreal",1000m,w,Heats,1,3,3,,29,MartaCAPURSO,6328,ITA,1:35.231,q
2006-2007,"ISU World Cup 2006/2007, Canada, Montreal",1000m,w,Heats,1,4,4,,35,BibaSAKURAI,7240,JPN,1:36.241,
2006-2007,"ISU World Cup 2006/2007, Canada, Montreal",1000m,w,Heats,2,1,1,,11,KalynaROBERGE,6284,CAN,1:33.701,Q
2006-2007,"ISU World Cup 2006/2007, Canada, Montreal",1000m,w,Heats,2,2,3,,3,EvgeniaRADANOVA,6775,BUL,1:33.740,Q
2006-2007,"ISU World Cup 2006/2007, Canada, Montreal",1000m,w,Heats,2,3,2,,33,MaraZINI,6326,ITA,1:34.464,q
2006-2007,"ISU World Cup 2006/2007, Canada, Montreal",1000m,w,Heats,2,4,4,,56,CheriseWILKINS,7291,USA,1:35.453,
2006-2007,"ISU World Cup 2006/2007, Canada, Montreal",1000m,w,Heats,3,2,1,,18,ZHOUYang,6222,CHN,1:35.612,Q
2006-2007,"ISU World Cup 2006/2007, Canada, Montreal",1000m,w,Heats,3,3,3,,26,SarahLINDSAY,6056,GBR,1:37.189,q
2006-2007,"ISU World Cup 2006/2007, Canada, Montreal",1000m,w,Heats,3,4,2,,45,EvitaKRIEVANE,6833,LAT,1:38.645,
2006-2007,"ISU World Cup 2006/2007, Canada, Montreal",1000m,w,Heats,4,1,4,,13,WANGMeng,6594,CHN,1:37.661,Q
2006-2007,"ISU World Cup 2006/2007, Canada, Montreal",1000m,w,Heats,4,2,1,,9,AnneMALTAIS,6355,CAN,1:38.380,Q
2006-2007,"ISU World Cup 2006/2007, Canada, Montreal",1000m,w,Heats,4,3,2,,1,EmilyROSEMOND,6736,AUS,1:39.960,
2006-2007,"ISU World Cup 2006/2007, Canada, Montreal",1000m,w,Heats,4,DQ,3,,20,StephanieBOUVIER,6709,FRA,DQ,
2006-2007,"ISU World Cup 2006/2007, Canada, Montreal",1000m,w,Heats,5,1,3,,41,JEONJi-Soo,6232,KOR,1:33.583,Q
2006-2007,"ISU World Cup 2006/2007, Canada, Montreal",1000m,w,Heats,5,2,2,,14,ZHUMiLei,6576,CHN,1:33.625,Q
2006-2007,"ISU World Cup 2006/2007, Canada, Montreal",1000m,w,Heats,5,3,1,,7,AmandaOVERLAND,7079,CAN,1:33.682,q
2006-2007,"ISU World Cup 2006/2007, Canada, Montreal",1000m,w,Heats,5,4,4,,28,RozsaDARAZS,6797,HUN,1:33.933,
