season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2002-2003,2003 World Cup 5 USA,5000MRelay,m,Heats,1,1,1,,450,AUSTRALIA,7305,AUS,7:21.392,Q
2002-2003,2003 World Cup 5 USA,5000MRelay,m,Heats,1,2,3,,457,POLAND,7326,POL,7:21.881,Q
2002-2003,2003 World Cup 5 USA,5000MRelay,m,Heats,1,3,2,,454,GREATBRITAIN,7320,GBR,7:23.509,q
2002-2003,2003 World Cup 5 USA,5000MRelay,m,Heats,2,1,3,,452,CHINA,7303,CHN,7:01.993,Q
2002-2003,2003 World Cup 5 USA,5000MRelay,m,Heats,2,2,1,,459,UNITEDSTATES,7306,USA,7:03.572,Q
2002-2003,2003 World Cup 5 USA,5000MRelay,m,Heats,2,3,2,,453,GERMANY,7302,GER,7:08.744,q
2002-2003,2003 World Cup 5 USA,5000MRelay,m,Heats,2,4,4,,455,NETHERLANDS,7321,NED,7:12.004,
2002-2003,2003 World Cup 5 USA,5000MRelay,m,Heats,3,1,3,,451,CANADA,7309,CAN,7:07.717,Q
2002-2003,2003 World Cup 5 USA,5000MRelay,m,Heats,3,2,2,,458,UKRAINE,7308,UKR,7:17.426,Q
2002-2003,2003 World Cup 5 USA,5000MRelay,m,Heats,3,3,1,,456,NEWZEALAND,8171,NZL,7:29.095,
