race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,1,,196,ChiyuanZHONG,9569,USA,2:37.571,,
0,2,2,,178,JingFengXU,9562,SGP,2:38.529,,
0,3,4,,156,KHALILKhairilRidhwan,9271,MAS,2:41.818,,
0,4,3,,130,CHANHoTung,9529,HKG,2:43.415,,
0,5,5,,186,LIRui-Zhe,9431,TPE,2:43.505,,
0,6,6,,180,BojanBAKA,9424,SRB,2:49.374,,
1,1,2,,182,ThibaultMETRAUX,9563,SUI,2:27.982,,
1,2,4,,108,LIUHeinrich,9082,AUT,2:29.238,,
1,3,1,,190,DenysIOFIN,9566,UKR,2:33.778,,
1,4,5,,107,Stefan-TeodorFRIGHENCIU,9444,AUT,2:43.356,,
1,5,3,,165,MarcGONZALES,9409,PHI,notime,,
1,PEN,6,,155,MURPHYPeter,9269,LUX,PEN,,
2,1,6,,141,ShutaMATSUZU,9257,JPN,2:32.124,,
2,2,3,,109,DEWAGTEREAdriaan,9376,BEL,2:33.891,,
2,3,2,,177,TrevorXuXuanTAN,9420,SGP,2:33.977,,
2,4,5,,191,MykytaKHOCHYN,9438,UKR,2:36.371,,
2,5,4,,121,StriborSUMAN,9235,CRO,2:38.840,,
2,6,1,,124,PeterRICHES,9525,GBR,2:54.646,,
3,1,6,,103,KieranGUAN,9504,AUS,2:39.409,,
3,2,2,,131,CHUSidneyK,9056,HKG,2:39.777,,
3,3,4,,167,KrystianGISZKA,9285,POL,2:40.345,,
3,4,1,,125,ROSS-WADDELLKyle,9526,GBR,2:41.056,,
3,5,5,,111,KaloyanANGELOV,9221,BUL,2:41.647,,
3,6,3,,185,CHANGYu-Chuan,9577,TPE,2:44.758,,
4,1,1,,114,MatejPEDERSON,9512,CAN,2:37.694,,
4,2,2,,145,GlebIVCHENKO,9406,KAZ,2:38.244,,
4,3,3,,152,ReinisBERZINS,9267,LAT,2:38.376,,
4,4,7,,192,NEMIRONikita,9212,UKR,2:39.346,,
4,5,4,,181,DJORDJEVICJovan,9295,SRB,2:40.097,,
4,6,6,,179,BorLukaURLEP,8753,SLO,2:40.127,,
4,7,5,,157,HazimSHAHRUM,9272,MAS,2:40.946,,
