race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,3,,2,PARKSeYeong,7750,KOR,1:28.332,QA
0,2,2,,24,PatrickDUFFY,7917,CAN,1:28.665,QA
0,3,5,,178,DennisVISSER,8498,NED,1:28.993,QB
0,4,1,,44,VladimirGRIGOREV,7826,RUS,1:29.442,ADA
0,PEN,4,,131,ArtemKOZLOV,8638,RUS,PEN,
1,1,1,,6,ShaolinSandorLIU,7928,HUN,1:28.368,QA
1,2,5,,176,KIMJoonChun,8399,KOR,1:28.436,QA
1,3,2,,23,ThibautFAUCONNET,6785,FRA,1:28.521,QB
1,4,4,,192,ChrisCREVELING,8440,USA,1:28.572,QB
1,5,3,,165,SHAOShuai,9167,CHN,1:28.760,
