race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,1,,21,LIJianrou,7910,CHN,2:39.229,Q
0,2,2,,2,DeannaLOCKETT,7956,AUS,2:39.348,Q
0,3,3,,31,CharlotteGILMARTIN,7136,GBR,2:39.427,Q
0,4,5,,78,KatalinKRISTO,6514,ROU,2:40.777,
0,5,4,,66,EvitaKRIEVANE,6833,LAT,2:40.874,
1,1,5,,61,PARKSeung-Hi,7164,KOR,2:32.460,Q
1,2,2,,53,YuiSAKAI,6229,JPN,2:33.604,Q
1,3,1,,6,VeraANTANENKA,7099,BLR,2:34.907,Q
1,4,3,,77,MartaWOJCIK,7578,POL,2:37.322,
1,5,4,,25,KaterinaNOVOTNA,6647,CZE,3:09.826,
2,1,1,,14,JessicaHEWITT,7548,CAN,2:28.370,Q
2,2,6,,93,EmilySCOTT,7823,USA,2:28.475,Q
2,3,4,,34,TinaGRASSOW,6855,GER,2:28.654,Q
2,4,3,,41,SzandraLAJTOS,6339,HUN,2:28.736,
2,5,2,,12,RayaZAHARIEVA,7410,BUL,2:38.497,
2,6,5,,70,deVRIESRianne,8333,NED,2:43.942,
3,1,4,,17,ValerieMALTAIS,6216,CAN,2:36.460,Q
3,2,5,,95,LanaGEHRING,7254,USA,2:37.056,Q
3,3,2,,67,AgneSEREIKAITE,7708,LTU,2:37.889,Q
3,4,1,,89,OlenaKORINCHUK,7252,UKR,2:44.421,
3,5,3,,28,MONVOISINAurelie,8556,FRA,3:13.930,
4,1,5,,15,MarianneST-GELAIS,7216,CAN,2:39.993,Q
4,2,1,,84,ValeriyaREZNIK,6573,RUS,2:40.079,Q
4,3,6,,72,vanRUIJVENLara,7710,NED,2:40.145,Q
4,4,3,,88,RanyaEZZI,6840,SWE,2:40.269,
4,5,2,,26,AinaraEQUISOAIN,7790,ESP,2:45.729,
4,6,4,,91,DOLGOPOLOVAMariya,8096,UKR,2:47.399,
5,1,5,,62,KIMAlang,8484,KOR,2:36.071,Q
5,2,1,,43,KONYAZsofia,7701,HUN,2:36.887,Q
5,3,3,,3,VeronikaWINDISCH,6427,AUT,2:36.900,Q
5,4,2,,29,HUOTMARCHANDTifany,7976,FRA,2:39.228,
5,5,4,,10,MANOILOVAKatrin,8539,BUL,2:39.342,
6,1,4,,23,ZHOUYang,6222,CHN,2:40.703,Q
6,2,2,,96,JessicaKOOREMAN,7649,USA,2:41.310,Q
6,3,1,,37,JuliaRIEDEL,6287,GER,2:42.196,Q
6,4,3,,59,XeniyaMOTOVA,7343,KAZ,2:42.673,
6,5,5,,73,AidaBELLA,7538,POL,2:46.604,
7,1,5,,49,AriannaFONTANA,6227,ITA,2:32.284,Q
7,2,4,,81,TatianaBORODULINA,7483,RUS,2:32.392,Q
7,3,2,,58,InnaSIMONOVA,7241,KAZ,2:32.472,Q
7,4,3,,1,Alix-MyraANDERSON,7353,AUS,2:32.870,
7,5,1,,86,AlicaPORUBSKA,8514,SVK,2:35.674,
8,1,4,,33,CHRISTIEElise,7135,GBR,2:39.805,Q
8,2,5,,57,BibaSAKURAI,7240,JPN,2:39.912,Q
8,3,1,,35,AnnaSEIDEL,8562,GER,2:41.348,Q
8,4,2,,87,TatianaBODOVA,7250,SVK,2:42.689,
8,5,3,,39,WANGXinyue,7340,HKG,2:50.282,
8,6,6,,80,SherryLeaSTUTHRIDGE,8580,RSA,3:02.409,
9,1,2,,68,JorienterMORS,6146,NED,2:29.028,Q
9,2,1,,55,AyukoITO,6791,JPN,2:29.253,Q
9,3,5,,27,PIERRONVeronique,6196,FRA,2:29.516,Q
9,4,3,,30,AlexSTANLEY,7140,GBR,2:33.449,
9,5,4,,60,DariyaVOLOKITINA,7344,KAZ,2:34.248,
10,1,1,,20,WANGMeng,6594,CHN,2:29.058,Q
10,2,3,,42,BernadettHEIDUM,6798,HUN,2:29.195,Q
10,3,2,,50,LuciaPERETTI,7160,ITA,2:29.402,Q
10,4,4,,90,SafiyaVLASOVA,7175,UKR,2:32.439,
10,5,5,,7,TALAYEVAVolha,6792,BLR,2:32.464,
10,6,6,,8,PENCHEVAZornica,8461,BUL,2:33.044,
11,2,1,,83,OlgaBELYAKOVA,7112,RUS,2:24.957,Q
11,3,2,,51,VALCEPINAMartina,7159,ITA,2:26.079,Q
11,4,5,,75,PaulaBZURA,7168,POL,2:26.486,
11,5,3,,79,TundeBALAZS,7883,ROU,2:35.823,
