season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2005-2006,"2005 World Cup 1, China",3000MRelay,w,Heats,1,1,2,,1017,CHINA,7311,CHN,4:19.287,Q
2005-2006,"2005 World Cup 1, China",3000MRelay,w,Heats,1,2,4,,1022,JAPAN,7310,JPN,4:21.777,Q
2005-2006,"2005 World Cup 1, China",3000MRelay,w,Heats,1,3,3,,1021,ITALY,7317,ITA,4:22.273,q
2005-2006,"2005 World Cup 1, China",3000MRelay,w,Heats,1,4,1,,1020,HUNGARY,7323,HUN,4:25.557,
2005-2006,"2005 World Cup 1, China",3000MRelay,w,Heats,2,1,4,,1024,KOREA,7314,KOR,4:20.694,Q
2005-2006,"2005 World Cup 1, China",3000MRelay,w,Heats,2,2,1,,1026,UNITEDSTATES,7316,USA,4:24.066,Q
2005-2006,"2005 World Cup 1, China",3000MRelay,w,Heats,2,3,2,,1015,BULGARIA,7335,BUL,4:29.273,
2005-2006,"2005 World Cup 1, China",3000MRelay,w,Heats,2,4,3,,1019,GERMANY,7313,GER,4:41.526,
2005-2006,"2005 World Cup 1, China",3000MRelay,w,Heats,3,1,2,,1016,CANADA,7312,CAN,4:23.627,Q
2005-2006,"2005 World Cup 1, China",3000MRelay,w,Heats,3,2,4,,1018,FRANCE,7354,FRA,4:24.997,Q
2005-2006,"2005 World Cup 1, China",3000MRelay,w,Heats,3,3,1,,1023,NETHERLANDS,7322,NED,4:25.616,q
2005-2006,"2005 World Cup 1, China",3000MRelay,w,Heats,3,4,3,,1025,RUSSIA,7315,RUS,4:25.656,
