race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,1,,148,NicolaRODIGARI,6332,ITA,41.697,Q
0,2,2,,160,KWAKYoon-Gy,6120,KOR,41.716,Q
0,3,3,,110,GuillaumeBASTILLE,6166,CAN,41.793,
0,4,4,,191,JeffSIMON,7280,USA,43.854,
1,1,2,,152,SatoshiSAKASHITA,6183,JPN,41.628,Q
1,2,3,,112,AlexBOISVERT-LACROIX,7346,CAN,41.798,Q
1,3,1,,116,HANJialiang,6168,CHN,41.822,
1,4,4,,138,RobertSEIFERT,6176,GER,42.686,
2,1,2,,161,LEEHo-Suk,6856,KOR,41.716,Q
2,2,1,,129,JonELEY,6592,GBR,42.226,Q
2,3,3,,183,SergeyPRANKEVICH,7048,RUS,42.415,
2,4,4,,173,IngmarvanRIEL,6186,NED,42.934,
3,1,3,,123,ThibautFAUCONNET,6785,FRA,44.255,Q
3,2,5,,140,GaborGALAMBOS,6010,HUN,44.308,Q
3,3,4,,131,PaulSTANLEY,7054,GBR,44.457,
3,4,1,,114,FrancoisHAMELIN,6167,CAN,,ADV
3,DQ,2,,189,AnthonyLOBELLO,6958,USA,DQ,
