race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,3,,50,PROSVIRNOVASofia,8509,RUS,1:30.034,QA
0,2,4,,116,KONYAZsofia,7701,HUN,1:30.968,QA
0,3,5,,4,FANKexin,7694,CHN,1:33.382,QB
0,4,2,,5,SCHULTINGSuzanne,8493,NED,2:01.501,ADA
0,PEN,1,,3,CHRISTIEElise,7135,GBR,PEN,
1,1,6,,40,ZANGYize,8725,CHN,1:29.281,QA
1,2,5,,120,KIMJiYoo,8764,KOR,1:29.335,QA
1,3,3,,122,KatherineREUTTER-ADAMEK,7255,USA,1:29.593,ADA
1,4,4,,43,vanRUIJVENLara,7710,NED,1:29.894,QB
1,PEN,1,,13,SHIMSukHee,8092,KOR,PEN,
1,PEN,2,,14,ValerieMALTAIS,6216,CAN,PEN,
