season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,3000mRelay,m,Semifinals,1,1,2,,804,CHINA,7303,CHN,4:01.947JWR,Q,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,3000mRelay,m,Semifinals,1,2,3,,809,JAPAN,7310,JPN,4:02.903,Q,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,3000mRelay,m,Semifinals,1,3,1,,814,RUSSIA,7307,RUS,4:11.926,,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,3000mRelay,m,Semifinals,1,4,4,,810,KAZAKHSTAN,7356,KAZ,4:16.216,,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,3000mRelay,m,Semifinals,2,1,2,,811,KOREA,7300,KOR,4:08.931,Q,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,3000mRelay,m,Semifinals,2,2,1,,807,HUNGARY,7324,HUN,4:13.016,Q,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,3000mRelay,m,Semifinals,2,3,3,,803,CANADA,7309,CAN,4:14.926,,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,3000mRelay,m,Semifinals,2,PEN,4,,818,UNITEDSTATES,7306,USA,PEN,,
