race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,2,3,,150,JakubJAWORSKI,6816,POL,1:32.430,Q,
0,3,1,,143,SAULITISJekabs,7267,LAT,1:32.690,,
0,4,5,,149,BlakeSKJELLERUP,6549,NZL,1:34.489,,
0,5,4,,106,NihadBASIC,7889,BIH,1:36.007,,
1,1,5,,153,SINdaWoon,8035,KOR,1:28.293,Q,
1,2,2,,139,DaisukeUEMURA,6118,JPN,1:29.024,Q,
1,3,3,,136,DOTTITommaso,7604,ITA,1:29.312,,
1,4,1,,123,TorstenKROEGER,7141,GER,1:29.674,,
1,5,4,,165,SelimTANRIKULU,7760,TUR,1:32.822,,
2,1,4,,171,JordanMALONE,6201,USA,1:32.500,Q,
2,2,3,,157,VladimirGRIGOREV,7826,RUS,1:32.589,Q,
2,3,2,,103,PierreBODA,7588,AUS,1:32.983,,
2,4,1,,162,AlvaroPENA,7791,ESP,1:35.190,,
3,1,2,,138,YuzoTAKAMIDO,7158,JPN,1:27.451,Q,
3,2,1,,114,GONGQiuwen,7593,CHN,1:27.803,Q,
3,3,3,,167,IevgenGUTENOV,7178,UKR,1:28.271,,
3,4,4,,104,AliaksandrANTANENKA,6850,BLR,1:30.104,,
4,1,1,,108,HAMELINCharles,6610,CAN,1:31.071,Q,
4,2,4,,102,LachlanHAY,6845,AUS,1:31.466,Q,
4,3,5,,131,LUIPanToBarton,7551,HKG,1:31.616,,
4,4,3,,118,SHUNFanYang,8432,TPE,1:35.560,,
4,5,2,,161,LucasNG,8067,SGP,1:59.375,,
5,1,1,,113,LIANGWenhao,7594,CHN,1:32.462,Q,
5,2,3,,112,GuillaumeBASTILLE,6166,CAN,1:32.470,Q,
5,3,4,,175,NurbergenZHUMAGAZIYEV,7349,KAZ,1:33.223,,
5,4,2,,101,JoseIgnacioFAZIO,7844,ARG,1:35.570,,
6,1,4,,126,JackWHELBOURNE,7437,GBR,1:30.274,Q,
6,2,2,,124,RobertSEIFERT,6176,GER,1:30.359,Q,
6,3,1,,174,FedorANDREYEV,7745,KAZ,1:31.885,,
6,4,3,,170,TravisJAYNER,6300,USA,1:52.440,,
7,1,1,,121,ThibautFAUCONNET,6785,FRA,1:28.501,Q,
7,2,4,,144,KNEGTSjinkie,7352,NED,1:28.502,Q,
7,3,3,,166,MyukerremTOP,7786,TUR,1:30.525,,
7,4,2,,168,OleksiyKOSHELENKO,7121,UKR,1:47.762,,
8,1,2,,145,NielsKERSTHOLT,7067,NED,1:30.733,Q,
8,2,1,,159,SemenELISTRATOV,7293,RUS,1:31.090,Q,
8,3,3,,133,OLAHBence,7439,HUN,1:32.930,,
8,4,4,,105,MaksimSIARHEYU,7771,BLR,1:33.327,,
9,1,3,,169,SimonCHO,7188,USA,1:32.341,Q,
9,2,1,,115,CHENDequan,7918,CHN,1:32.499,Q,
9,3,4,,107,KirilPANDOV,6779,BUL,1:33.663,,
9,4,2,,164,JoseCAVALLI,7756,SUI,1:33.761,,
10,1,2,,109,OlivierJEAN,6756,CAN,1:30.655,Q,
10,2,5,,120,OMChol,8434,PRK,1:34.371,Q,
10,3,4,,163,JonathanLOPEZ,7892,ESP,1:36.908,,
10,4,3,,132,ViktorKNOCH,6177,HUN,1:58.946,ADV,
10,PEN,1,,134,BYKANOVVladislav,6178,ISR,PEN,,
11,1,4,,151,NOHJinkyu,7749,KOR,1:28.655,Q,
11,2,5,,127,RichardSHOEBRIDGE,7825,GBR,1:29.122,Q,
11,3,2,,137,EdoardoREGGIANI,7161,ITA,1:30.097,,
11,4,1,,119,KIMRyongChol,8433,PRK,1:32.441,,
11,5,3,,122,MaximeCHATAIGNIER,6106,FRA,2:14.931,,
