race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,4,,104,LEEHan-Bin,7444,KOR,2:25.890,Q,
0,2,5,,88,ViktorKNOCH,6177,HUN,2:26.384,Q,
0,3,1,,68,MaximeFORTIN,7137,CAN,2:26.488,Q,
0,4,2,,99,TakayukiMURATAKE,7442,JPN,2:27.210,,
0,5,6,,124,BorisFRANKOVIC,7452,SVK,2:41.014,,
0,6,3,,120,VladimirKUZOVNIKOV,7450,RUS,2:58.979,,
0,DQ,7,,95,DavideVISCARDI,7440,ITA,DQ,,
1,2,4,,71,ZHANGZhiqiang,7359,CHN,2:25.410,Q,
1,3,3,,110,KNEGTSjinkie,7352,NED,2:26.705,Q,
1,4,5,,91,BYKANOVVladislav,6178,ISR,2:27.264,,
1,5,2,,86,IanUPCOTT,7257,GBR,2:27.846,,
1,6,6,,83,HannesKROEGER,7142,GER,2:30.208,,
1,7,7,,98,ShotaroTANAKA,7347,JPN,2:42.016,,
2,1,1,,69,VincentCOURNOYER,7432,CAN,2:25.673,Q,
2,2,2,,72,CHENShangpeng,7433,CHN,2:26.125,Q,
2,3,3,,82,CyrilLAFARGE,7435,FRA,2:26.466,Q,
2,4,4,,111,MikeWESTERMAN,7116,NED,2:27.710,,
2,5,5,,89,BenceBERES,7438,HUN,2:32.892,,
2,6,6,,66,TsvetanTSANKOV,7431,BUL,2:45.700,,
3,1,5,,105,LEEJungSu,7266,KOR,2:18.677,Q,
3,2,4,,127,J.R.CELSKI,7279,USA,2:18.766,Q,
3,3,2,,67,GuillaumeBLAISDUFOUR,7201,CAN,2:19.924,Q,
3,4,1,,78,PetrHARGAS,6171,CZE,2:20.296,,
3,5,6,,96,MatteoCOMPAGNONI,7441,ITA,2:23.139,,
3,6,3,,100,NurbergenZHUMAGAZIYEV,7349,KAZ,2:28.587,,
3,7,7,,108,NormansBEIKMANIS,7445,LAT,2:47.082,,
4,1,1,,70,CHENXin,7358,CHN,2:24.611,Q,
4,2,4,,128,KyleUYEHARA,7453,USA,2:24.829,Q,
4,3,3,,118,SemenELISTRATOV,7293,RUS,2:25.011,Q,
4,4,5,,112,BjoernPOSTMA,7446,NED,2:25.037,,
4,5,2,,115,RafalPIORECKI,7170,POL,2:28.743,,
4,6,6,,79,MatejKRUPKA,7133,CZE,2:32.781,,
5,1,1,,97,SatoshiSAKASHITA,6183,JPN,2:30.058,Q,
5,2,6,,106,SAULITISJekabs,7267,LAT,2:31.014,Q,
5,3,3,,94,MarcoBERTOLDI,6180,ITA,2:31.093,Q,
5,4,4,,84,DennisWALZER,7144,GER,2:31.156,,
5,5,2,,81,SergePLANCHER,6310,FRA,2:31.857,,
5,6,7,,63,ArnoJASPERS,7117,BEL,2:35.377,,
5,7,5,,73,BLACKBURNMackenzie,7434,TPE,2:42.210,,
