race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,1,,117,SHIJingnan,7728,CHN,1:29.667,Q
0,2,5,,169,KNEGTSjinkie,7352,NED,1:29.769,Q
0,3,4,,184,IevgenGUTENOV,7178,UKR,1:29.979,
0,4,2,,164,SAULITISJekabs,7267,LAT,1:30.737,
0,DNS,3,,101,JoseIgnacioFAZIO,7844,ARG,DNS,
1,2,5,,150,YumaSAKURAI,6182,JPN,1:30.277,Q
1,3,3,,179,PavelRYBAKOV,7114,RUS,1:30.912,
1,4,2,,104,LachlanHAY,6845,AUS,1:30.913,
1,5,1,,108,RobinvanSTEEN,7723,BEL,1:33.217,
2,1,4,,152,DaisukeUEMURA,6118,JPN,1:28.997,Q
2,2,1,,110,MichaelGILDAY,6195,CAN,1:29.129,Q
2,3,3,,122,ThibaultCROLET,7920,FRA,1:29.253,
2,4,2,,172,JakubJAWORSKI,6816,POL,1:30.870,
3,1,3,,145,DOTTITommaso,7604,ITA,1:30.238,Q
3,2,4,,168,NielsKERSTHOLT,7067,NED,1:30.560,Q
3,3,5,,135,IanUPCOTT,7257,GBR,1:30.699,
3,4,2,,171,AdamFILIPOWICZ,6156,POL,1:31.682,
3,5,1,,155,NurbergenZHUMAGAZIYEV,7349,KAZ,1:32.414,
4,1,1,,112,HAMELINCharles,6610,CAN,1:30.088,Q
4,2,2,,142,BYKANOVVladislav,6178,ISR,1:31.114,Q
4,3,5,,102,PierreBODA,7588,AUS,1:31.118,
4,4,4,,144,MatteoCOMPAGNONI,7441,ITA,1:31.132,
4,5,3,,157,RinatMAZHENOV,8038,KAZ,1:34.841,
5,1,1,,109,OlivierJEAN,6756,CAN,1:28.676,Q
5,2,3,,120,YUYongjun,7824,CHN,1:29.650,Q
5,3,5,,143,CASSINELLIAndrea,7741,ITA,1:29.921,
5,4,4,,128,HannesKROEGER,7142,GER,1:30.057,ADV
5,PEN,2,,139,ShaolinSandorLIU,7928,HUN,PEN,
6,1,2,,162,NOHJinkyu,7749,KOR,1:27.374,Q
6,2,5,,127,PaulHERRMANN,6803,GER,1:27.741,Q
6,3,4,,180,RuslanZAKHAROV,6935,RUS,1:27.819,q
6,4,3,,165,ChristiaanBOKKERINK,7611,NED,1:28.820,
6,5,1,,106,MatthiasSTELZMUELLER,7181,AUT,1:32.389,
7,1,2,,176,VladimirGRIGOREV,7826,RUS,1:29.660,Q
7,2,4,,118,SONGWeilong,7156,CHN,1:30.007,Q
7,3,1,,126,RobertBECKER,7258,GER,1:30.412,
7,4,5,,137,BenceBERES,7438,HUN,1:30.534,
7,5,3,,154,FedorANDREYEV,7745,KAZ,1:31.319,
8,1,3,,151,YuzoTAKAMIDO,7158,JPN,1:27.836,Q
8,2,1,,163,SINdaWoon,8035,KOR,1:27.939,Q
8,3,5,,136,JackWHELBOURNE,7437,GBR,1:28.184,q
8,4,2,,123,LEPAPESebastien,7554,FRA,1:28.552,
8,5,4,,183,SerhiyLIFYRENKO,6826,UKR,1:30.459,
