season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),5000mRelay,m,Heats,1,1,1,,311,HUNGARY,9021,HUN,7:03.340,Q
2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),5000mRelay,m,Heats,1,2,2,,316,KAZAKHSTAN,9025,KAZ,7:03.682,Q
2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),5000mRelay,m,Heats,1,3,3,,307,FRANCE,9018,FRA,7:04.507,
2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),5000mRelay,m,Heats,2,1,4,,317,KOREA,9026,KOR,6:39.418,Q
2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),5000mRelay,m,Heats,2,2,1,,322,RUSSIA,9029,RUS,6:39.737,Q
2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),5000mRelay,m,Heats,2,3,2,,315,JAPAN,9024,JPN,6:41.031,
2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),5000mRelay,m,Heats,2,4,3,,301,AUSTRALIA,9012,AUS,7:17.070,
2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),5000mRelay,m,Heats,3,1,1,,304,CHINA,9022,CHN,6:54.815,Q
2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),5000mRelay,m,Heats,3,2,4,,302,CANADA,9016,CAN,6:55.534,Q
2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),5000mRelay,m,Heats,3,3,3,,308,GREATBRITAIN,9019,GBR,6:57.526,
2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),5000mRelay,m,Heats,3,4,2,,324,TURKEY,9030,TUR,7:04.457,
2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),5000mRelay,m,Heats,4,2,1,,326,UNITEDSTATES,9032,USA,6:51.532,Q
2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),5000mRelay,m,Heats,4,3,3,,312,ITALY,9023,ITA,6:52.234,
