season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
1999-2000,1999 World Cup - Salt Lake,1500M,m,SemiFinals,1,1,1,,,LIJiajun,7095,CHN,2:24.585,
1999-2000,1999 World Cup - Salt Lake,1500M,m,SemiFinals,1,2,6,,,MINRyoung,6619,KOR,2:24.674,
1999-2000,1999 World Cup - Salt Lake,1500M,m,SemiFinals,1,3,3,,,FENGKai,6058,CHN,2:24.791,
1999-2000,1999 World Cup - Salt Lake,1500M,m,SemiFinals,1,4,4,,,DenisZASLAVSKY,6335,ISR,2:24.938,
1999-2000,1999 World Cup - Salt Lake,1500M,m,SemiFinals,1,5,2,,,Francois-LouisTREMBLAY,6704,CAN,2:24.968,
1999-2000,1999 World Cup - Salt Lake,1500M,m,SemiFinals,1,6,7,,,RustySMITH,6496,USA,2:26.036,
1999-2000,1999 World Cup - Salt Lake,1500M,m,SemiFinals,1,7,5,,,NicolaFRANCESCHINA,6331,ITA,3:15.359,
1999-2000,1999 World Cup - Salt Lake,1500M,m,SemiFinals,2,2,3,,,SatoruTERAO,6320,JPN,2:29.162,
1999-2000,1999 World Cup - Salt Lake,1500M,m,SemiFinals,2,3,2,,,SimonvanVOSSEL,7098,BEL,2:29.703,
1999-2000,1999 World Cup - Salt Lake,1500M,m,SemiFinals,2,4,5,,,HELASHolger,6506,GER,2:30.798,
1999-2000,1999 World Cup - Salt Lake,1500M,m,SemiFinals,2,5,6,,,BrunoLOSCOS,6643,FRA,3:05.138,
1999-2000,1999 World Cup - Salt Lake,1500M,m,SemiFinals,2,DQ,4,,,ApoloAntonOHNO,6497,USA,DQ,
1999-2000,1999 World Cup - Salt Lake,1500M,m,SemiFinals,3,1,2,,,FabioCARTA,6001,ITA,2:21.464,
1999-2000,1999 World Cup - Salt Lake,1500M,m,SemiFinals,3,2,3,,,ANYulong,6656,CHN,2:22.124,
1999-2000,1999 World Cup - Salt Lake,1500M,m,SemiFinals,3,3,5,,,SebastianPRAUS,6364,GER,2:22.551,
1999-2000,1999 World Cup - Salt Lake,1500M,m,SemiFinals,3,4,6,,,MicheleANTONIOLI,6330,ITA,2:22.832,
1999-2000,1999 World Cup - Salt Lake,1500M,m,SemiFinals,3,5,1,,,YugoSHINOHARA,6325,JPN,2:22.937,
1999-2000,1999 World Cup - Salt Lake,1500M,m,SemiFinals,3,6,4,,,DavidCHEVALIER,6744,FRA,2:23.313,
1999-2000,1999 World Cup - Salt Lake,1500M,m,SemiFinals,3,7,7,,,DaveVERSTEEG,6540,NED,2:25.279,
