race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,3,,70,LIUSongbo,7727,CHN,2:26.387,Q,
0,2,2,,96,YoshiakiOGURO,7743,JPN,2:26.619,Q,
0,3,5,,79,SCHUBERTChristoph,7734,GER,2:26.788,Q,
0,4,1,,87,BenceBERES,7438,HUN,2:27.859,,
0,DQ,4,,115,EmilKARNEEV,7754,RUS,DQ,,
1,1,3,,67,AntoineGELINAS-BEAULIEU,7592,CAN,2:25.035,Q,
1,2,4,,99,AndreySTARZHINSKIY,7744,KAZ,2:25.148,Q,
1,3,1,,93,DavideVISCARDI,7440,ITA,2:26.226,Q,
1,4,6,,81,LUIPanToBarton,7551,HKG,2:26.258,,
1,5,2,,78,FlorianFEICHTNER,7733,GER,2:28.637,,
1,6,5,,124,SelimTANRIKULU,7760,TUR,2:32.451,,
2,1,4,,95,ShotaUEMURA,7742,JPN,2:26.628,Q,
2,2,1,,103,AnsisROBS,7689,LAT,2:27.016,Q,
2,3,6,,120,BLACKBURNMackenzie,7434,TPE,2:27.124,Q,
2,4,3,,116,VladimirKUZOVNIKOV,7450,RUS,2:27.269,,
2,5,2,,114,IstvanGALORAVECZ,7753,ROU,2:34.301,,
2,6,5,,119,JoseCAVALLI,7756,SUI,2:35.653,,
3,1,1,,105,KoenHAKKENBERG,7610,NED,2:41.961,Q,
3,2,3,,112,KIMSunghan,7751,KOR,2:41.982,Q,
3,3,2,,61,MatthiasSTELZMUELLER,7181,AUT,2:52.064,Q,
3,4,6,,86,KonradNAGY,7601,HUN,2:53.047,ADV,
3,5,5,,90,BharathROSHAN,7740,IND,3:17.419,,
3,DQ,4,,65,TsvetanTSANKOV,7431,BUL,DQ,,
4,1,4,,72,WUDajing,7729,CHN,2:30.852,Q,
4,2,5,,127,ColeKRUEGER,7762,USA,2:31.024,Q,
4,3,1,,68,Mikhail-JeonghanCHOI,7725,CAN,2:31.055,Q,
4,4,3,,75,LEPAPESebastien,7554,FRA,2:31.285,,
4,5,2,,62,RobinvanSTEEN,7723,BEL,2:35.372,,
5,1,6,,111,PARKSeYeong,7750,KOR,2:25.717,Q,
5,2,3,,126,JulianWOOD,7761,USA,2:28.117,Q,
5,3,2,,109,SebastianKLOSINSKI,7748,POL,2:29.560,Q,
5,4,4,,106,Jan-EbelevanderREE,7612,NED,2:30.286,,
5,5,5,,117,AndreyMIKHASIOV,7625,RUS,2:31.805,ADV,
5,DQ,1,,100,AZHGALIYEVAbzal,7685,KAZ,DQ,,
6,1,3,,74,VojtechLOUDIN,7597,CZE,2:30.744,Q,
6,2,4,,91,DOTTITommaso,7604,ITA,2:31.353,Q,
6,3,6,,60,PierreBODA,7588,AUS,2:31.402,Q,
6,4,5,,104,ChristiaanBOKKERINK,7611,NED,2:31.423,,
6,5,1,,122,WANGYang-Chun,7758,TPE,2:51.831,,
6,6,2,,89,ARADHYAAkash,7739,IND,3:30.603,,
7,2,4,,71,SHIJingnan,7728,CHN,2:33.808,Q,
7,3,5,,102,SAULITISJekabs,7267,LAT,2:34.183,Q,
7,4,2,,101,FedorANDREYEV,7745,KAZ,2:36.864,,
7,5,1,,77,JonasKAUFMANN-LUDWIG,7732,GER,2:37.606,,
8,1,3,,80,JackWHELBOURNE,7437,GBR,2:34.933,Q,
8,2,4,,66,Pier-OlivierGAGNON,7724,CAN,2:35.055,Q,
8,3,1,,125,RobertLAWRENCE,7626,USA,2:35.117,Q,
8,4,2,,108,WojciechKRASNICKI,7747,POL,2:35.228,,
8,5,5,,63,TimothyDEWISPELAERE,7590,BEL,2:36.745,,
9,1,2,,98,WATANABEKeita,7605,JPN,2:34.529,Q,
9,2,1,,64,EdinBRANKOVIC,7256,BIH,2:34.629,Q,
9,3,5,,121,YANGBo-Kai,7757,TPE,2:40.951,Q,
9,4,6,,92,MatteoCOMPAGNONI,7441,ITA,2:49.626,ADV,
9,5,3,,84,CHUNGPuiWanAnthony,7737,HKG,2:57.339,,
9,DQ,4,,85,OLAHBence,7439,HUN,DQ,,
