season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2001-2002,2001 World Cup - Sofia,5000MRelay,m,Heats,1,1,4,,,NETHERLANDS,7321,NED,7:11.457,
2001-2002,2001 World Cup - Sofia,5000MRelay,m,Heats,1,2,1,,,SLOVAKIA,7328,SVK,7:20.425,
2001-2002,2001 World Cup - Sofia,5000MRelay,m,Heats,1,DQ,3,,,GERMANY,7302,GER,DQ,
2001-2002,2001 World Cup - Sofia,5000MRelay,m,Heats,2,1,3,,,ITALY,7301,ITA,7:14.929,
2001-2002,2001 World Cup - Sofia,5000MRelay,m,Heats,2,2,2,,,GREATBRITAIN,7320,GBR,7:15.843,
2001-2002,2001 World Cup - Sofia,5000MRelay,m,Heats,2,3,1,,,RUSSIA,7307,RUS,7:16.386,
2001-2002,2001 World Cup - Sofia,5000MRelay,m,Heats,3,1,2,,,KOREA,7300,KOR,7:00.262,
2001-2002,2001 World Cup - Sofia,5000MRelay,m,Heats,3,2,3,,,BELGIUM,7897,BEL,7:10.938,
2001-2002,2001 World Cup - Sofia,5000MRelay,m,Heats,3,3,1,,,UKRAINE,7308,UKR,7:19.829,
2001-2002,2001 World Cup - Sofia,5000MRelay,m,Heats,4,1,3,,,CHINA,7303,CHN,7:15.810,
2001-2002,2001 World Cup - Sofia,5000MRelay,m,Heats,4,2,2,,,CANADA,7309,CAN,7:15.935,
2001-2002,2001 World Cup - Sofia,5000MRelay,m,Heats,4,3,1,,,HUNGARY,7324,HUN,7:28.276,
