race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,3,,61,LuciaPERETTI,7160,ITA,1:40.441,,
0,2,1,,136,ArthurGOTFREY,9069,,1:40.663,,
0,3,2,,96,DOLGOPOLOVAMariya,8096,UKR,1:40.826,,
0,4,4,,92,RanyaEZZI,6840,SWE,1:40.964,,
1,1,3,,131,DESMETHanne,8699,BEL,1:36.791,,
1,2,2,,20,vanRUIJVENLara,7710,NED,1:37.030,,
1,3,1,,42,KaterinaNOVOTNA,6647,CZE,1:38.636,,
2,1,1,,17,ZAKHAROVAEvgeniya,7715,RUS,1:36.539,,
2,2,2,,25,SEJPALOVA-HRUZOVAMichaela,8553,CZE,1:36.598,,
2,3,3,,116,UZAKOVAMariia-Mahdalyna,8759,UKR,1:40.152,,
3,1,2,,73,BACSKAISaraLuca,8609,HUN,1:39.231,,
3,2,4,,87,OliwiaGAWLICA,8501,POL,1:39.344,,
3,3,1,,120,PENCHEVAZornica,8461,BUL,1:39.479,,
3,4,3,,35,BURICKatarina,8550,CRO,1:44.601,,
4,1,1,,29,AlicaPORUBSKA,8514,SVK,1:37.383,,
4,2,2,,95,TALAYEVAVolha,6792,BLR,1:37.580,,
4,PEN,3,,24,MANOILOVAKatrin,8539,BUL,PEN,,
