race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,5,,150,NOHAhRum,7419,KOR,2:28.349,Q
0,2,1,,141,ZHANGQichao,7413,CHN,2:28.493,Q
0,3,4,,51,deVRIESRianne,8333,NED,2:28.553,Q
0,4,6,,131,TIKHONOVAOlga,8621,KAZ,2:28.962,
0,5,2,,64,KIKUCHISumire,7980,JPN,2:29.716,
0,6,3,,98,UZAKOVAMariia-Mahdalyna,8759,UKR,2:32.353,
1,1,2,,67,YINQi,9055,CHN,2:30.345,Q
1,2,3,,68,LEEEunByul,7421,KOR,2:30.401,Q
1,3,6,,50,PROSVIRNOVASofia,8509,RUS,2:30.450,Q
1,4,4,,16,HitomiSAITO,7576,JPN,2:30.478,
1,5,5,,80,MonikaGRZADKOWSKA,9007,POL,2:34.035,
1,6,1,,99,RayaZAHARIEVA,7410,BUL,2:37.382,
2,1,6,,96,EFREMENKOVAEkaterina,8750,RUS,2:43.930,Q
2,2,2,,119,KIMHaeBin,9189,KOR,2:44.906,Q
2,3,4,,38,MANOILOVAKatrin,8539,BUL,2:45.541,Q
2,4,1,,152,MAZURNicole,8421,POL,2:51.915,
2,5,5,,17,LuciaPERETTI,7160,ITA,3:24.663,ADV
2,6,3,,63,AyukoITO,6791,JPN,3:25.398,
3,1,4,,127,HANYuTong,8365,CHN,2:37.738,Q
3,2,2,,14,ValerieMALTAIS,6216,CAN,2:37.750,Q
3,3,6,,77,CeciliaMAFFEI,6559,ITA,2:37.925,Q
3,4,3,,33,KaterinaNOVOTNA,6647,CZE,2:37.992,
3,5,1,,153,TundeBALAZS,7883,ROU,2:45.201,
3,6,5,,136,EkaterinaKRASNOVA,9083,BLR,2:49.132,
4,1,2,,10,CharlotteGILMARTIN,7136,GBR,2:42.117,Q
4,2,1,,134,YuliaSHISHKINA,8680,RUS,2:42.330,Q
4,3,6,,12,SEJPALOVA-HRUZOVAMichaela,8553,CZE,2:42.454,Q
4,4,3,,26,DESMETHanne,8699,BEL,2:42.461,
4,5,4,,132,AnitaNAGAY,8622,KAZ,2:43.212,
4,6,5,,92,MYKHALCHUKDiana,7426,UKR,2:49.625,
5,1,1,,42,JamieMACDONALD,8997,CAN,2:39.472,Q
5,2,4,,5,SCHULTINGSuzanne,8493,NED,2:39.553,Q
5,3,3,,31,HUOTMARCHANDTifany,7976,FRA,2:40.299,Q
5,4,5,,70,SIGHELArianna,8088,ITA,2:40.411,
5,5,2,,114,HannahMORRISON,9195,GBR,2:46.538,
