season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2001-2002,2001 World Cup - Changchun,5000MRelay,m,Heats,1,1,3,,,CHINA,7303,CHN,7:12.330,
2001-2002,2001 World Cup - Changchun,5000MRelay,m,Heats,1,2,1,,,AUSTRALIA,7305,AUS,7:13.762,
2001-2002,2001 World Cup - Changchun,5000MRelay,m,Heats,1,3,2,,,BULGARIA,7392,BUL,7:14.854,
2001-2002,2001 World Cup - Changchun,5000MRelay,m,Heats,2,1,3,,,ITALY,7301,ITA,7:06.077,
2001-2002,2001 World Cup - Changchun,5000MRelay,m,Heats,2,2,1,,,FRANCE,7319,FRA,7:07.473,
2001-2002,2001 World Cup - Changchun,5000MRelay,m,Heats,2,3,4,,,NETHERLANDS,7321,NED,7:09.254,
2001-2002,2001 World Cup - Changchun,5000MRelay,m,Heats,2,4,2,,,HUNGARY,7324,HUN,7:13.043,
2001-2002,2001 World Cup - Changchun,5000MRelay,m,Heats,3,1,1,,,KOREA,7300,KOR,6:56.841,
2001-2002,2001 World Cup - Changchun,5000MRelay,m,Heats,3,2,2,,,GERMANY,7302,GER,7:05.933,
2001-2002,2001 World Cup - Changchun,5000MRelay,m,Heats,3,3,3,,,SLOVAKIA,7328,SVK,7:13.338,
2001-2002,2001 World Cup - Changchun,5000MRelay,m,Heats,4,1,2,,,JAPAN,7304,JPN,7:07.495,
2001-2002,2001 World Cup - Changchun,5000MRelay,m,Heats,4,2,4,,,GREATBRITAIN,7320,GBR,7:07.872,
2001-2002,2001 World Cup - Changchun,5000MRelay,m,Heats,4,3,1,,,RUSSIA,7307,RUS,7:13.184,
2001-2002,2001 World Cup - Changchun,5000MRelay,m,Heats,4,DNS,3,,,BELGIUM,7897,BEL,DNS,
