race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,3,,412,CHENDequan,7918,CHN,1:29.670,Q
0,2,1,,419,ThibaultCROLET,7920,FRA,1:29.825,Q
0,3,2,,441,DavideVISCARDI,7440,ITA,1:30.081,q
0,4,4,,402,NathanielHENRY,7966,AUS,1:30.391,
1,1,2,,458,SEOYiRa,7940,KOR,1:28.068,Q
1,2,3,,473,RuslanZAKHAROV,6935,RUS,1:28.291,Q
1,3,1,,451,KuandykSULEYMENOV,8624,KAZ,1:30.048,q
1,4,4,,475,MenderesEREN,8351,TUR,1:30.307,
2,1,4,,429,JackWHELBOURNE,7437,GBR,1:32.446,Q
2,2,3,,485,SooAnYOO,8674,USA,1:32.994,Q
2,3,2,,467,RafalGRYCNER,8503,POL,1:34.936,
2,4,1,,452,ZHAXYBAYEVMersaid,8623,KAZ,1:41.765,
3,1,4,,444,KeiSAITO,8068,JPN,1:27.404,Q
3,2,1,,437,CONFORTOLAYuri,6561,ITA,1:27.487,Q
3,3,2,,430,CsabaBURJAN,7738,HUN,1:27.681,q
3,4,3,,476,SerdarILTIR,7787,TUR,1:29.168,
4,1,4,,481,ColeKRUEGER,7762,USA,1:25.532,Q
4,2,1,,443,YoshiakiOGURO,7743,JPN,1:25.655,Q
4,3,3,,460,RobertoPUKITIS,7785,LAT,1:25.819,q
4,4,2,,427,BillySIMMS,7926,GBR,1:29.563,
5,1,3,,470,VladimirGRIGOREV,7826,RUS,1:26.679,Q
5,2,1,,406,GuillaumeBASTILLE,6166,CAN,1:26.771,Q
5,3,2,,421,VincentJEANNE,7890,FRA,1:26.885,q
5,4,4,,465,MarkPRINSEN,7936,NED,1:28.868,
5,5,5,,478,FiratYARDIMCI,8520,TUR,notime,
6,1,2,,411,HAMELINCharles,6610,CAN,1:29.249,Q
6,2,3,,423,NAVARROTristan,8559,FRA,1:29.621,Q
6,3,4,,462,deLAATItzhak,7746,NED,1:29.854,q
6,4,1,,434,AlexVARNYU,8337,HUN,1:31.722,
6,5,5,,424,JoshuaCHEETHAM,7925,GBR,notime,
7,1,2,,469,SemenELISTRATOV,7293,RUS,1:26.821,Q
7,2,1,,409,YoanGAUTHIER,8383,CAN,1:27.039,Q
7,3,3,,456,LEEJungSu,7266,KOR,2:02.486,ADV
7,PEN,4,,447,HirokiYOKOYAMA,7932,JPN,PEN,
8,1,3,,459,SINdaWoon,8035,KOR,1:26.130,Q
8,2,1,,463,KoenHAKKENBERG,7610,NED,1:29.105,Q
8,PEN,4,,416,XUHongzhi,8070,CHN,PEN,
9,1,3,,414,SHIJingnan,7728,CHN,1:27.417,Q
9,2,4,,483,PIVIROTTORyan,8650,USA,1:27.611,Q
9,3,1,,440,NicolaRODIGARI,6332,ITA,1:27.963,q
9,4,2,,404,ArmstrongLAZENBY,7968,AUS,notime,
