race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,3,,45,ANIKEJRafal,8749,POL,1:41.964,,
0,2,1,,38,GEORGIEVDimitar,8541,BUL,1:42.426,,
0,3,2,,111,BorLukaURLEP,8753,SLO,1:42.823,,
0,4,4,,138,LIUHeinrich,9082,AUT,1:44.607,,
1,1,3,,42,TREACYFarrell,8392,GBR,1:32.193,,
1,2,4,,35,RyanMcANUFF,9197,IRL,1:32.471,,
1,3,1,,115,MARTINICIvan,8700,CRO,1:33.508,,
1,PEN,2,,92,EdinBRANKOVIC,7256,BIH,PEN,,
2,1,5,,28,YauheniRYZHOU,7772,BLR,1:34.616,,
2,2,4,,147,SEJPALZdenek,9336,CZE,1:34.821,,
2,3,3,,26,HANDEIOleh,9073,UKR,1:34.925,,
2,4,1,,185,HANDEIVolodymyr,8525,UKR,1:36.206,,
2,5,2,,43,DJORDJEVICJovan,9295,SRB,1:40.481,,
3,1,3,,33,ANDERMANNDominic,8078,AUT,1:39.018,,
3,2,4,,100,SeanMcANUFF,9198,IRL,1:39.154,,
3,3,1,,135,LUEDTKEAdrian,9104,GER,1:39.241,,
3,4,2,,52,KOLENCMartin,8604,CRO,1:39.248,,
3,5,5,,105,TunaySIMSEK,8758,TUR,notime,,
4,1,3,,182,KRUZBERGSRoberts,9117,LAT,1:29.944,,
4,2,5,,118,MOODYJonathan,9102,GBR,1:30.054,,
4,3,4,,75,KRUZBERGSKarlis,8629,LAT,1:30.213,,
4,4,2,,25,MaksimSIARHEYU,7771,BLR,1:30.557,,
4,5,1,,148,ReinisBERZINS,9267,LAT,1:30.757,,
