season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2005-2006,"2006 World Championships, USA",500M,m,QuarterFinals,1,1,3,,115,Francois-LouisTREMBLAY,6704,CAN,41.512,Q,
2005-2006,"2006 World Championships, USA",500M,m,QuarterFinals,1,2,4,,192,LEEHo-Suk,6856,KOR,41.768,Q,
2005-2006,"2006 World Championships, USA",500M,m,QuarterFinals,1,3,1,,137,JonELEY,6592,GBR,41.963,,
2005-2006,"2006 World Championships, USA",500M,m,QuarterFinals,1,4,2,,155,ViktorKNOCH,6177,HUN,42.373,,
2005-2006,"2006 World Championships, USA",500M,m,QuarterFinals,2,1,4,,117,HAMELINCharles,6610,CAN,41.707,Q,
2005-2006,"2006 World Championships, USA",500M,m,QuarterFinals,2,2,1,,190,OHSe-Jong,6620,KOR,41.813,Q,
2005-2006,"2006 World Championships, USA",500M,m,QuarterFinals,2,3,2,,203,CeesJUFFERMANS,6072,NED,41.957,,
2005-2006,"2006 World Championships, USA",500M,m,QuarterFinals,2,DQ,3,,105,WimdeDEYNE,6699,BEL,DQ,,
2005-2006,"2006 World Championships, USA",500M,m,QuarterFinals,3,1,1,,126,LIHaonan,6658,CHN,42.261,Q,
2005-2006,"2006 World Championships, USA",500M,m,QuarterFinals,3,3,2,,234,AnthonyLOBELLO,6958,USA,42.356,,
2005-2006,"2006 World Championships, USA",500M,m,QuarterFinals,3,4,4,,166,FabioCARTA,6001,ITA,42.998,,
2005-2006,"2006 World Championships, USA",500M,m,QuarterFinals,4,1,1,,116,EricBEDARD,6703,CAN,42.257,Q,
2005-2006,"2006 World Championships, USA",500M,m,QuarterFinals,4,2,2,,235,RustySMITH,6496,USA,42.283,Q,
2005-2006,"2006 World Championships, USA",500M,m,QuarterFinals,4,3,3,,165,NicolaRODIGARI,6332,ITA,42.311,,
2005-2006,"2006 World Championships, USA",500M,m,QuarterFinals,4,4,4,,177,TakafumiNISHITANI,6323,JPN,1:01.065,,
