season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Semifinals,1,1,1,,125,DUBOISSteven,9092,CAN,2:18.351,QA,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Semifinals,1,2,3,,10,SamuelGIRARD,8600,CAN,2:18.406,QA,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Semifinals,1,3,4,,6,XUHongzhi,8070,CHN,2:18.550,ADA,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Semifinals,1,4,7,,80,LEPAPESebastien,7554,FRA,2:18.555,QB,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Semifinals,1,5,5,,20,CsabaBURJAN,7738,HUN,2:19.182,QB,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Semifinals,1,6,2,,82,FiratYARDIMCI,8520,TUR,2:30.556,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Semifinals,1,PEN,6,,2,ShaolinSandorLIU,7928,HUN,PEN,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Semifinals,2,1,2,,3,HWANGDaeHeon,9115,KOR,2:18.327,QA,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Semifinals,2,2,7,,57,WATANABEKeita,7605,JPN,2:18.509,QA,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Semifinals,2,3,6,,154,LEEJuneSeo,9370,KOR,2:18.775,ADA,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Semifinals,2,4,5,,23,DOTTITommaso,7604,ITA,2:18.933,QB,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Semifinals,2,5,4,,41,BYKANOVVladislav,6178,ISR,2:19.226,QB,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Semifinals,2,6,3,,29,JUNGHyunWoo(Andy),8575,AUS,2:19.768,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Semifinals,2,PEN,1,,27,deLAATItzhak,7746,NED,PEN,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Semifinals,3,2,1,,5,SemenELISTRATOV,7293,RUS,2:21.628,QA,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Semifinals,3,3,3,,7,RENZiwei,8601,CHN,2:21.710,QB,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Semifinals,3,4,5,,31,DESMETStijn,8706,BEL,2:21.890,QB,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Semifinals,3,5,2,,1,HAMELINCharles,6610,CAN,2:21.912,QB,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Semifinals,3,6,7,,70,TRANAaron,8528,USA,2:22.363,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,Semifinals,3,7,6,,11,YOSHINAGAKazuki,8745,JPN,2:23.466,,
