season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2008-2009,"2009 ISU World Championships, Austria",1500M,m,Semifinals,1,1,5,,157,KWAKYoon-Gy,6120,KOR,2:20.225,Q,
2008-2009,"2009 ISU World Championships, Austria",1500M,m,Semifinals,1,2,1,,180,ApoloAntonOHNO,6497,USA,2:20.332,Q,
2008-2009,"2009 ISU World Championships, Austria",1500M,m,Semifinals,1,3,2,,118,Francois-LouisTREMBLAY,6704,CAN,2:20.552,,
2008-2009,"2009 ISU World Championships, Austria",1500M,m,Semifinals,1,4,7,,147,NicolaRODIGARI,6332,ITA,2:20.974,,
2008-2009,"2009 ISU World Championships, Austria",1500M,m,Semifinals,1,5,6,,149,TakahiroFUJIMOTO,6277,JPN,2:21.029,,
2008-2009,"2009 ISU World Championships, Austria",1500M,m,Semifinals,1,6,4,,102,LachlanHAY,6845,AUS,2:21.217,,
2008-2009,"2009 ISU World Championships, Austria",1500M,m,Semifinals,1,7,3,,130,JonELEY,6592,GBR,2:21.333,,
2008-2009,"2009 ISU World Championships, Austria",1500M,m,Semifinals,2,2,3,,181,JeffSIMON,7280,USA,2:19.123,Q,
2008-2009,"2009 ISU World Championships, Austria",1500M,m,Semifinals,2,3,6,,128,ThibautFAUCONNET,6785,FRA,2:20.081,,
2008-2009,"2009 ISU World Championships, Austria",1500M,m,Semifinals,2,4,2,,153,YuzoTAKAMIDO,7158,JPN,2:20.160,ADV,
2008-2009,"2009 ISU World Championships, Austria",1500M,m,Semifinals,2,5,4,,165,KNEGTSjinkie,7352,NED,2:20.311,,
2008-2009,"2009 ISU World Championships, Austria",1500M,m,Semifinals,2,DQ,5,,116,OlivierJEAN,6756,CAN,DQ,,
2008-2009,"2009 ISU World Championships, Austria",1500M,m,Semifinals,3,1,3,,161,SUNGSi-Bak,6811,KOR,2:20.510,Q,
2008-2009,"2009 ISU World Championships, Austria",1500M,m,Semifinals,3,2,7,,122,SUIBaoKu,6416,CHN,2:20.900,Q,
2008-2009,"2009 ISU World Championships, Austria",1500M,m,Semifinals,3,3,1,,163,HaraldsSILOVS,6458,LAT,2:20.967,,
2008-2009,"2009 ISU World Championships, Austria",1500M,m,Semifinals,3,4,2,,164,NielsKERSTHOLT,7067,NED,2:21.411,,
2008-2009,"2009 ISU World Championships, Austria",1500M,m,Semifinals,3,5,4,,126,VojtechLOUDIN,7597,CZE,2:23.553,,
2008-2009,"2009 ISU World Championships, Austria",1500M,m,Semifinals,3,6,6,,178,J.R.CELSKI,7279,USA,2:46.800,ADV,
2008-2009,"2009 ISU World Championships, Austria",1500M,m,Semifinals,3,DQ,5,,114,HAMELINCharles,6610,CAN,DQ,,
