race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,1,,163,SUNGSi-Bak,6811,KOR,42.105,Q
0,2,2,,185,RyanBEDFORD,6956,USA,42.438,Q
0,3,4,,141,ArturSULTANGALIYEV,6158,KAZ,1:20.507,ADV
0,PEN,3,,168,ViacheslavKURGINIAN,6934,RUS,PEN,
1,1,1,,115,LiamMcFARLANE,7200,CAN,41.931,Q
1,2,3,,122,GONGQiuwen,7593,CHN,41.992,Q
1,3,4,,139,RyosukeSAKAZUME,7542,JPN,42.919,q
1,4,2,,169,VladimirGRIGOREV,7826,RUS,43.157,
2,1,1,,117,LIANGWenhao,7594,CHN,41.944,Q
2,2,3,,111,HAMELINCharles,6610,CAN,42.081,Q
2,3,2,,183,KyleCARR,6134,USA,42.453,q
2,4,4,,140,AydarBEKZHANOV,7623,KAZ,42.519,
3,1,2,,123,ThibautFAUCONNET,6785,FRA,42.291,Q
3,2,1,,118,HANJialiang,6168,CHN,42.397,Q
3,3,3,,107,AssenPANDOV,6778,BUL,42.441,q
3,4,4,,150,FreekvanderWART,7269,NED,43.826,
4,1,2,,164,KIMByeongJun,7287,KOR,43.095,Q
4,2,3,,165,EvgeniiKOZULIN,7272,RUS,43.230,Q
4,3,4,,151,Jan-EbelevanderREE,7612,NED,43.312,q
4,4,1,,182,SimonCHO,7188,USA,59.022,
