season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2001-2002,2001 World Cup - Amsterdam,1000M,w,QuarterFinals,1,1,4,,,JOOMin-Jin,6616,KOR,1:35.156,
2001-2002,2001 World Cup - Amsterdam,1000M,w,QuarterFinals,1,2,2,,,YANGsYang,6651,CHN,1:35.271,
2001-2002,2001 World Cup - Amsterdam,1000M,w,QuarterFinals,1,3,5,,,NinaEVTEEVA,6511,RUS,1:36.293,
2001-2002,2001 World Cup - Amsterdam,1000M,w,QuarterFinals,1,4,3,,,MaureendeLANGE,6535,NED,1:36.424,
2001-2002,2001 World Cup - Amsterdam,1000M,w,QuarterFinals,1,5,1,,,OlgaDANILOV,6334,ISR,1:36.639,
2001-2002,2001 World Cup - Amsterdam,1000M,w,QuarterFinals,2,1,3,,,EvgeniaRADANOVA,6775,BUL,1:34.982,
2001-2002,2001 World Cup - Amsterdam,1000M,w,QuarterFinals,2,2,5,,,SUNDandan,6653,CHN,1:35.023,
2001-2002,2001 World Cup - Amsterdam,1000M,w,QuarterFinals,2,3,4,,,YukaKAMINO,6945,JPN,1:35.531,
2001-2002,2001 World Cup - Amsterdam,1000M,w,QuarterFinals,2,4,2,,,TaniaVICENT,6662,CAN,1:35.952,
2001-2002,2001 World Cup - Amsterdam,1000M,w,QuarterFinals,2,5,1,,,NataliaDMITRIEVA,6512,RUS,1:37.635,
2001-2002,2001 World Cup - Amsterdam,1000M,w,QuarterFinals,3,2,2,,,PARKHye-Won,7085,KOR,1:38.368,
2001-2002,2001 World Cup - Amsterdam,1000M,w,QuarterFinals,3,3,1,,,MaraZINI,6326,ITA,1:38.521,
2001-2002,2001 World Cup - Amsterdam,1000M,w,QuarterFinals,3,4,3,,,IkueTESHIGAWARA,6315,JPN,1:38.733,
2001-2002,2001 World Cup - Amsterdam,1000M,w,QuarterFinals,3,5,5,,,JoannaWILLIAMS,6639,GBR,1:39.877,
2001-2002,2001 World Cup - Amsterdam,1000M,w,QuarterFinals,4,1,3,,,CHOIEun-Kyung,6943,KOR,1:35.920,
2001-2002,2001 World Cup - Amsterdam,1000M,w,QuarterFinals,4,2,2,,,ChikageTANAKA,6314,JPN,1:36.002,
2001-2002,2001 World Cup - Amsterdam,1000M,w,QuarterFinals,4,3,5,,,AmelieGOULET-NADON,6661,CAN,1:36.101,
2001-2002,2001 World Cup - Amsterdam,1000M,w,QuarterFinals,4,4,1,,,KatiaZINI,6076,ITA,1:37.386,
2001-2002,2001 World Cup - Amsterdam,1000M,w,QuarterFinals,4,5,4,,,YvonneKUNZE,6363,GER,1:37.394,
