race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,1,,,NicolaRODIGARI,6332,ITA,1:38.992,
0,2,2,,,MarkJACKSON,6941,NZL,1:40.632,
0,3,3,,,VolodymyrGRYGORIEV,6741,UKR,1:41.025,
0,4,4,,,TeodorYOTOV,6730,BUL,1:43.874,
1,1,3,,,TomonoriIKE,6461,JPN,1:36.716,
1,2,2,,,DaneFRANCIS,6429,AUS,1:36.789,
1,3,5,,,ZsoltIstvanPATAKI,6818,ROU,1:42.841,
1,DQ,1,,,MichelePONTI,6046,ITA,DQ,
1,DQ,4,,,AssenPANDOV,6778,BUL,DQ,
2,1,1,,,LIYe,6655,CHN,1:32.053,
2,2,3,,,LucBRIGATTI,6645,FRA,1:32.532,
2,3,5,,,AdamKOVACS,6337,HUN,1:36.798,
2,4,4,,,VASILJEVASEduardas,6892,LTU,1:50.076,
2,DQ,2,,,AndreHARTWIG,6635,GER,DQ,
3,1,1,,,ApoloAntonOHNO,6497,USA,1:36.217,
3,2,2,,,BennyBRUGGEMANS,6942,NED,1:36.442,
3,3,4,,,NorbertBRANYI,6632,HUN,1:36.842,
3,4,3,,,PeterJELEN,7077,SVK,1:38.558,
4,1,1,,,AdamRIEDY,6630,USA,1:33.927,
4,2,2,,,LeonFLACK,6641,GBR,1:34.040,
4,3,4,,,KirilPANDOV,6779,BUL,1:34.791,
4,4,3,,,PECKAJan,7080,CZE,1:36.519,
4,5,5,,,PETERDavid,6451,ROU,1:40.153,
5,1,1,,,MINRyoung,6619,KOR,1:33.461,
5,2,3,,,SebastianPRAUS,6364,GER,1:33.899,
5,3,4,,,JoshuaMARDEN,6606,AUS,1:34.112,
5,4,2,,,Robbert-KeesBOER,6456,NED,1:46.625,
6,1,1,,,ShaniDAVIS,6498,USA,1:38.065,
6,2,2,,,LUYan,6894,CHN,1:38.341,
6,3,3,,,MatthewFULLER,6448,NZL,1:38.687,
6,4,4,,,ThomasBAUER,7092,GER,1:39.147,
6,5,5,,,RAKSTELISIrmantas,7076,LTU,1:49.687,
7,1,2,,,RYUHan-Shin,6603,KOR,1:37.465,
7,2,3,,,YoshiharuARINO,6075,JPN,1:37.715,
7,3,4,,,KamilHANZELY,6033,SVK,1:42.345,
7,4,5,,,DOJKICRobert,6097,SCG,2:06.341,
7,DQ,1,,,PieterGYSEL,6425,BEL,DQ,
8,1,1,,,LEESeung-Jae,6621,KOR,1:34.820,
8,2,2,,,CeesJUFFERMANS,6072,NED,1:34.859,
8,3,3,,,WOJNOWSKIMariusz,6949,POL,1:36.325,
8,4,5,,,NEALPaul,6085,GBR,1:36.727,
8,5,4,,,MOMSIKSergei,6752,UKR,1:38.453,
9,1,1,,,SteveROBILLARD,6494,CAN,1:39.293,
9,2,3,,,JarmilHRUZA,6503,CZE,1:42.045,
9,3,4,,,IvanBELOV,7052,BLR,1:42.701,
9,4,2,,,RobertoSERRA,6463,ITA,2:12.763,
10,1,1,,,AkihiroOMURA,6064,JPN,1:40.972,
10,2,3,,,BITIUCKIAdam,6449,POL,1:41.630,
10,3,2,,,KRASNOTSVETOVEvgeni,7016,RUS,1:42.105,
10,4,5,,,RolandHEDRICH,6667,AUT,1:45.618,
10,DQ,4,,,TAPOLCSANYIZsolt,6374,HUN,DQ,
11,1,2,,,MarkMcNEE,6432,AUS,1:35.376,
11,2,1,,,LAHEYAndrew,6469,CAN,1:36.186,
11,3,4,,,JEFFREYDavid,6423,NZL,1:37.739,
11,4,3,,,ChristianLUKAS,6631,AUT,1:43.359,
11,5,5,,,AMBROZAITISSarunas,6891,LTU,1:52.453,
12,1,1,,,JALBERTBrian,6424,CAN,1:35.296,
12,2,2,,,DmitryVASILENKO,6713,RUS,1:35.896,
12,3,3,,,MatusUZAK,6510,SVK,1:35.919,
12,4,4,,,AndreasZECHNER,6471,AUT,1:38.177,
12,5,5,,,DOJKICViktor,7056,SCG,2:03.134,
13,1,1,,,LIUYingBao,6554,CHN,1:39.832,
13,2,4,,,YaroslavKARPOUKHIN,6445,RUS,1:39.913,
13,3,3,,,KrystianZDROJKOWSKI,6515,POL,1:40.375,
13,DQ,2,,,VladimirBOHUSLAV,6504,CZE,DQ,
