season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",3000mRelay,w,Heats,1,1,3,,302,CHINA,7311,CHN,4:17.323,Q
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",3000mRelay,w,Heats,1,2,1,,301,CANADA,7312,CAN,4:19.202,Q
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",3000mRelay,w,Heats,1,3,2,,308,NETHERLANDS,7322,NED,4:20.675,q
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",3000mRelay,w,Heats,2,2,3,,310,RUSSIA,7315,RUS,4:14.978,Q
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",3000mRelay,w,Heats,2,3,4,,306,JAPAN,7304,JPN,4:16.399,q
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",3000mRelay,w,Heats,2,4,1,,309,POLAND,7332,POL,4:27.122,
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",3000mRelay,w,Heats,3,1,2,,311,UNITEDSTATES,7316,USA,4:22.319,Q
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",3000mRelay,w,Heats,3,2,1,,305,ITALY,7317,ITA,4:22.407,Q
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",3000mRelay,w,Heats,3,3,4,,303,GERMANY,7313,GER,4:22.569,
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",3000mRelay,w,Heats,3,4,3,,304,HUNGARY,7323,HUN,4:37.416,
