season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),500m,m,Quarterfinals,1,1,1,,189,SITNIKOVPavel,9133,RUS,42.316,Q,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),500m,m,Quarterfinals,1,2,4,,97,BrandonKIM,9303,USA,42.538,Q,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),500m,m,Quarterfinals,1,3,5,,145,TIBORCZDaniel,9106,HUN,42.759,,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),500m,m,Quarterfinals,1,PEN,2,,156,GALIAKHMETOVAdil,9260,KAZ,PEN,,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),500m,m,Quarterfinals,1,PEN,3,,158,SHAMUKHANOVYerkebulan,8672,KAZ,PEN,,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),500m,m,Quarterfinals,2,1,1,,160,LEEJuneSeo,9370,KOR,41.277,Q,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),500m,m,Quarterfinals,2,2,4,,186,IVLIEVKonstantin,9417,RUS,42.182,Q,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),500m,m,Quarterfinals,2,3,2,,175,BramSTEENAART,9278,NED,42.295,,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),500m,m,Quarterfinals,2,4,5,,134,CyprienVACHERON,8733,FRA,42.621,,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),500m,m,Quarterfinals,2,PEN,3,,162,PARKJangHyuk,9368,KOR,PEN,,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),500m,m,Quarterfinals,3,1,1,,131,FERCOQQuentin,8605,FRA,42.093,Q,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),500m,m,Quarterfinals,3,2,2,,173,JasperBRUNSMANN,9122,NED,42.439,Q,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),500m,m,Quarterfinals,3,3,4,,138,LUEDTKEAdrian,9104,GER,42.572,,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),500m,m,Quarterfinals,3,4,5,,174,EMONSFriso,9276,NED,42.684,,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),500m,m,Quarterfinals,3,PEN,3,,154,YOSHINAGAKazuki,8745,JPN,PEN,,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),500m,m,Quarterfinals,4,2,2,,187,MILOVANOVSergei,9289,RUS,42.418,Q,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),500m,m,Quarterfinals,4,3,3,,122,MarcoFritzSCHUMANN,9225,CAN,42.771,,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),500m,m,Quarterfinals,4,4,4,,153,ShutaMATSUZU,9257,JPN,43.017,,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),500m,m,Quarterfinals,4,5,5,,133,SELLIERDiane,9237,FRA,44.431,,
