season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,1,1,2,,911,CANADA,7309,CAN,6:56.004,Q
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,1,2,1,,920,NETHERLANDS,7321,NED,6:56.734,Q
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,1,3,3,,913,FRANCE,7319,FRA,6:57.318,q
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,2,1,4,,918,JAPAN,7310,JPN,6:59.940,Q
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,2,2,2,,912,CHINA,7303,CHN,7:00.438,Q
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,2,3,3,,925,AUSTRALIA,7305,AUS,7:04.129,q
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,2,4,1,,927,POLAND,7326,POL,7:09.318,
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,3,2,1,,917,ITALY,7301,ITA,6:53.235,Q
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,3,3,2,,923,UKRAINE,7308,UKR,7:10.407,
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,4,1,4,,915,GREATBRITAIN,7320,GBR,7:01.419,Q
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,4,2,3,,914,GERMANY,7302,GER,7:01.499,Q
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,4,3,2,,926,BULGARIA,7392,BUL,7:24.784,ADV
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,4,DQ,1,,919,KAZAKHSTAN,7356,KAZ,DQ,
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,5,1,1,,924,UNITEDSTATES,7306,USA,7:02.071,Q
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,5,2,2,,916,HUNGARY,7324,HUN,7:02.165,Q
2009-2010,"ISU World Cup 2009/2010, CHN, Beijing",5000mRelay,m,Heats,5,3,3,,922,RUSSIA,7307,RUS,7:15.401,
