season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Heats,1,2,1,,196,RUSSIA,7307,RUS,6:51.638,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Heats,1,3,3,,195,NETHERLANDS,7321,NED,6:52.689,q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Heats,2,1,4,,189,FRANCE,7319,FRA,6:55.263,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Heats,2,2,3,,188,CHINA,7303,CHN,6:55.485,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Heats,2,3,2,,190,GERMANY,7302,GER,7:00.271,q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Heats,2,4,1,,197,UKRAINE,7308,UKR,7:06.097,
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Heats,3,1,1,,198,UNITEDSTATES,7306,USA,6:55.344,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Heats,3,2,2,,192,ITALY,7301,ITA,6:57.252,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Heats,3,3,4,,194,KAZAKHSTAN,7356,KAZ,7:07.743,
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Heats,3,4,3,,193,JAPAN,7310,JPN,7:11.004,
