season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2018-2019,ISU World Cup 2018/19 - Dresden (GER),1000m(1),m,Quarterfinals,1,1,2,,155,PARKJiWon,8765,KOR,1:23.843,Q
2018-2019,ISU World Cup 2018/19 - Dresden (GER),1000m(1),m,Quarterfinals,1,2,4,,7,RENZiwei,8601,CHN,1:24.030,Q
2018-2019,ISU World Cup 2018/19 - Dresden (GER),1000m(1),m,Quarterfinals,1,3,1,,166,SITNIKOVPavel,9133,RUS,1:24.160,
2018-2019,ISU World Cup 2018/19 - Dresden (GER),1000m(1),m,Quarterfinals,1,4,5,,128,YUSongnan,9388,CHN,1:28.327,ADV
2018-2019,ISU World Cup 2018/19 - Dresden (GER),1000m(1),m,Quarterfinals,1,PEN,3,,31,DESMETStijn,8706,BEL,PEN,
2018-2019,ISU World Cup 2018/19 - Dresden (GER),1000m(1),m,Quarterfinals,2,1,2,,139,ANTONIOLIMattia,8572,ITA,1:25.225,Q
2018-2019,ISU World Cup 2018/19 - Dresden (GER),1000m(1),m,Quarterfinals,2,2,4,,140,GIORDANOMarco,8616,ITA,1:26.205,Q
2018-2019,ISU World Cup 2018/19 - Dresden (GER),1000m(1),m,Quarterfinals,2,3,5,,97,NEMIRONikita,9212,UKR,1:30.545,
2018-2019,ISU World Cup 2018/19 - Dresden (GER),1000m(1),m,Quarterfinals,2,4,3,,10,SamuelGIRARD,8600,CAN,1:51.308,
2018-2019,ISU World Cup 2018/19 - Dresden (GER),1000m(1),m,Quarterfinals,2,5,1,,44,MIGUNOVDmitry,9334,FRA,notime,
2018-2019,ISU World Cup 2018/19 - Dresden (GER),1000m(1),m,Quarterfinals,3,1,2,,2,ShaolinSandorLIU,7928,HUN,1:23.631,Q
2018-2019,ISU World Cup 2018/19 - Dresden (GER),1000m(1),m,Quarterfinals,3,2,1,,152,HONGKyungHwan,9190,KOR,1:23.730,Q
2018-2019,ISU World Cup 2018/19 - Dresden (GER),1000m(1),m,Quarterfinals,3,3,3,,55,CharleCOURNOYER,8063,CAN,1:23.932,q
2018-2019,ISU World Cup 2018/19 - Dresden (GER),1000m(1),m,Quarterfinals,3,4,4,,132,FERCOQQuentin,8605,FRA,1:24.015,
2018-2019,ISU World Cup 2018/19 - Dresden (GER),1000m(1),m,Quarterfinals,3,5,5,,78,DennisVISSER,8498,NED,1:24.180,
2018-2019,ISU World Cup 2018/19 - Dresden (GER),1000m(1),m,Quarterfinals,4,1,1,,3,HWANGDaeHeon,9115,KOR,1:24.574,Q
2018-2019,ISU World Cup 2018/19 - Dresden (GER),1000m(1),m,Quarterfinals,4,2,2,,167,ThomasInsukHONG,8084,USA,1:24.715,Q
2018-2019,ISU World Cup 2018/19 - Dresden (GER),1000m(1),m,Quarterfinals,4,3,4,,129,JIAHaidong,9229,CHN,1:26.992,
2018-2019,ISU World Cup 2018/19 - Dresden (GER),1000m(1),m,Quarterfinals,4,4,5,,124,BLAISCedrik,8998,CAN,1:50.291,
2018-2019,ISU World Cup 2018/19 - Dresden (GER),1000m(1),m,Quarterfinals,4,PEN,3,,60,SHULGINOVAlexander,8752,RUS,PEN,
