season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",3000mRelay,w,FinalB,1,1,3,,211,UNITEDSTATES,7316,USA,4:14.845,
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",3000mRelay,w,FinalB,1,2,2,,206,JAPAN,7304,JPN,4:14.914,
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",3000mRelay,w,FinalB,1,3,1,,205,ITALY,7317,ITA,4:18.141,
