season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,1,1,3,,708,KOREA,7314,KOR,4:18.595,Q,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,1,2,2,,706,JAPAN,7304,JPN,4:26.012,Q,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,1,3,4,,709,NETHERLANDS,7322,NED,4:27.159,q,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,1,4,1,,712,UKRAINE,7334,UKR,4:42.925,,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,2,1,2,,701,CANADA,7312,CAN,4:25.209,Q,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,2,2,1,,705,ITALY,7317,ITA,4:26.444,Q,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,2,3,4,,703,GERMANY,7313,GER,4:27.259,q,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,2,4,3,,713,UNITEDSTATES,7316,USA,4:40.682,,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,3,1,4,,711,RUSSIA,7315,RUS,4:22.632,Q,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,3,2,3,,702,CHINA,7311,CHN,4:23.414,Q,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,3,3,2,,710,POLAND,7332,POL,4:31.917,,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,3000mRelay,w,Heats,3,4,1,,704,HUNGARY,7323,HUN,4:32.064,,
