season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1000m(2),m,Quarterfinals,1,2,3,,107,Marc-AndreMONETTE,6270,CAN,1:32.468,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1000m(2),m,Quarterfinals,1,3,1,,115,ZHANGZhiqiang,7359,CHN,1:32.976,
2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1000m(2),m,Quarterfinals,1,4,4,,143,ShotaroTANAKA,7347,JPN,1:33.225,
2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1000m(2),m,Quarterfinals,2,1,2,,162,LEEHo-Suk,6856,KOR,1:31.912,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1000m(2),m,Quarterfinals,2,2,3,,104,MichaelGILDAY,6195,CAN,1:32.427,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1000m(2),m,Quarterfinals,2,3,4,,111,SUIBaoKu,6416,CHN,1:32.611,
2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1000m(2),m,Quarterfinals,2,4,1,,168,RuslanZAKHAROV,6935,RUS,1:32.818,
2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1000m(2),m,Quarterfinals,3,1,1,,106,HAMELINCharles,6610,CAN,1:33.675,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1000m(2),m,Quarterfinals,3,2,3,,177,JordanMALONE,6201,USA,1:33.751,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1000m(2),m,Quarterfinals,3,3,2,,114,SONGWeilong,7156,CHN,1:33.812,
2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1000m(2),m,Quarterfinals,3,4,4,,140,JunjiITO,6579,JPN,1:35.790,
2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1000m(2),m,Quarterfinals,4,1,1,,161,SONGKyung-Taek,6574,KOR,1:32.455,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1000m(2),m,Quarterfinals,4,2,2,,136,NicolaRODIGARI,6332,ITA,1:32.814,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1000m(2),m,Quarterfinals,4,3,3,,141,FumihikoKAKUBARI,6024,JPN,1:33.169,
2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1000m(2),m,Quarterfinals,4,4,5,,131,AnthonyDOUGLAS,6301,GBR,1:35.377,
2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1000m(2),m,Quarterfinals,4,DQ,4,,101,LachlanHAY,6845,AUS,DQ,
