season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2007-2008,"2008 ISU European Championships, Latvia",1500m,m,Heats,1,1,4,,101,PieterGYSEL,6425,BEL,2:19.929,Q,
2007-2008,"2008 ISU European Championships, Latvia",1500m,m,Heats,1,2,2,,154,ViacheslavKURGINIAN,6934,RUS,2:20.155,Q,
2007-2008,"2008 ISU European Championships, Latvia",1500m,m,Heats,1,3,3,,132,GaborGALAMBOS,6010,HUN,2:20.411,q,
2007-2008,"2008 ISU European Championships, Latvia",1500m,m,Heats,1,4,5,,159,TomasGRESCHNER,6633,SVK,2:20.969,,
2007-2008,"2008 ISU European Championships, Latvia",1500m,m,Heats,1,5,1,,109,KirilPANDOV,6779,BUL,2:26.425,,
2007-2008,"2008 ISU European Championships, Latvia",1500m,m,Heats,2,1,3,,126,PaulHERRMANN,6803,GER,2:20.125,Q,
2007-2008,"2008 ISU European Championships, Latvia",1500m,m,Heats,2,2,2,,143,NielsKERSTHOLT,7067,NED,2:20.339,Q,
2007-2008,"2008 ISU European Championships, Latvia",1500m,m,Heats,2,3,1,,149,JakubJAWORSKI,6816,POL,2:20.421,q,
2007-2008,"2008 ISU European Championships, Latvia",1500m,m,Heats,2,4,4,,131,ViktorKNOCH,6177,HUN,2:21.237,ADV,
2007-2008,"2008 ISU European Championships, Latvia",1500m,m,Heats,2,5,5,,117,SergePLANCHER,6310,FRA,2:24.912,,
2007-2008,"2008 ISU European Championships, Latvia",1500m,m,Heats,3,1,1,,120,PaulSTANLEY,7054,GBR,2:21.756,Q,
2007-2008,"2008 ISU European Championships, Latvia",1500m,m,Heats,3,2,5,,102,WimdeDEYNE,6699,BEL,2:21.836,Q,
2007-2008,"2008 ISU European Championships, Latvia",1500m,m,Heats,3,3,2,,144,FreekvanderWART,7269,NED,2:22.262,,
2007-2008,"2008 ISU European Championships, Latvia",1500m,m,Heats,3,4,3,,134,SergeiKASTOV,6591,ISR,2:29.598,,
2007-2008,"2008 ISU European Championships, Latvia",1500m,m,Heats,3,5,4,,161,MilosVIGAS,6132,SVK,2:37.078,,
2007-2008,"2008 ISU European Championships, Latvia",1500m,m,Heats,4,1,2,,135,CONFORTOLAYuri,6561,ITA,2:20.841,Q,
2007-2008,"2008 ISU European Championships, Latvia",1500m,m,Heats,4,2,5,,114,ThibautFAUCONNET,6785,FRA,2:21.257,Q,
2007-2008,"2008 ISU European Championships, Latvia",1500m,m,Heats,4,3,3,,100,AndrePULEC,6054,AUT,2:21.296,,
2007-2008,"2008 ISU European Championships, Latvia",1500m,m,Heats,4,4,4,,105,SiarheiYAKUSHKOU,6923,BLR,2:23.994,,
2007-2008,"2008 ISU European Championships, Latvia",1500m,m,Heats,4,5,1,,164,DavidGROSSENBACHER,6962,SUI,2:25.878,,
2007-2008,"2008 ISU European Championships, Latvia",1500m,m,Heats,5,1,1,,137,NicolaRODIGARI,6332,ITA,2:24.004,Q,
2007-2008,"2008 ISU European Championships, Latvia",1500m,m,Heats,5,2,2,,104,AliaksandrANTANENKA,6850,BLR,2:25.146,Q,
2007-2008,"2008 ISU European Championships, Latvia",1500m,m,Heats,5,3,4,,165,DmytroPOLTAVETS,7221,UKR,2:27.036,,
2007-2008,"2008 ISU European Championships, Latvia",1500m,m,Heats,5,4,5,,163,KarlLINDQVIST,7182,SWE,2:31.588,,
2007-2008,"2008 ISU European Championships, Latvia",1500m,m,Heats,5,DQ,3,,116,JeremyMASSON,6173,FRA,DQ,,
2007-2008,"2008 ISU European Championships, Latvia",1500m,m,Heats,6,2,6,,125,TysonHEUNG,6240,GER,2:24.264,Q,
2007-2008,"2008 ISU European Championships, Latvia",1500m,m,Heats,6,3,4,,108,AssenPANDOV,6778,BUL,2:29.203,,
2007-2008,"2008 ISU European Championships, Latvia",1500m,m,Heats,6,4,2,,103,EdinBRANKOVIC,7256,BIH,2:29.220,,
2007-2008,"2008 ISU European Championships, Latvia",1500m,m,Heats,6,5,1,,113,JakovDOLINIC,6309,CRO,2:33.723,,
2007-2008,"2008 ISU European Championships, Latvia",1500m,m,Heats,6,DQ,5,,133,BYKANOVVladislav,6178,ISR,DQ,,
2007-2008,"2008 ISU European Championships, Latvia",1500m,m,Heats,7,1,1,,155,RuslanZAKHAROV,6935,RUS,2:21.681,Q,
2007-2008,"2008 ISU European Championships, Latvia",1500m,m,Heats,7,2,5,,170,PeterDARAZS,6465,HUN,2:22.406,Q,
2007-2008,"2008 ISU European Championships, Latvia",1500m,m,Heats,7,3,3,,138,RobertoSERRA,6463,ITA,2:23.649,,
2007-2008,"2008 ISU European Championships, Latvia",1500m,m,Heats,7,4,4,,145,IngmarvanRIEL,6186,NED,2:24.274,,
2007-2008,"2008 ISU European Championships, Latvia",1500m,m,Heats,7,5,6,,142,PauliusGLUSINAS,7167,LTU,2:31.893,,
