season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",500m(2),m,Preliminaries,1,2,2,,132,MatthewWILSON,6928,GBR,44.048,Q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",500m(2),m,Preliminaries,1,3,3,,195,JeremyBECK,7283,AUS,44.092,
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",500m(2),m,Preliminaries,1,4,4,,127,JeremyMASSON,6173,FRA,44.319,
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",500m(2),m,Preliminaries,2,1,2,,164,LEESeung-Hoon,6185,KOR,42.856,Q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",500m(2),m,Preliminaries,2,2,4,,149,RobertoSERRA,6463,ITA,43.568,Q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",500m(2),m,Preliminaries,2,3,1,,106,AndrePULEC,6054,AUT,43.767,
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",500m(2),m,Preliminaries,2,4,3,,171,RoderickOOSTEN,6124,NED,44.975,
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",500m(2),m,Preliminaries,3,1,3,,118,LIYe,6655,CHN,42.703,Q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",500m(2),m,Preliminaries,3,2,1,,109,PieterGYSEL,6425,BEL,43.087,Q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",500m(2),m,Preliminaries,3,3,2,,163,LEESeung-Jae,6621,KOR,43.229,q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",500m(2),m,Preliminaries,3,4,4,,137,RobertBECKER,7258,GER,45.889,
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",500m(2),m,Preliminaries,4,1,2,,128,JonELEY,6592,GBR,43.491,Q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",500m(2),m,Preliminaries,4,2,3,,194,CharlesRyanLEVEILLE,7122,USA,44.165,Q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",500m(2),m,Preliminaries,4,3,1,,142,TamasTUTRAI,6197,HUN,44.668,
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",500m(2),m,Preliminaries,5,1,1,,122,HUZe,6926,CHN,42.736,Q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",500m(2),m,Preliminaries,5,2,2,,116,Marc-AndreMONETTE,6270,CAN,42.773,Q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",500m(2),m,Preliminaries,5,3,3,,139,PeterDARAZS,6465,HUN,42.901,q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",500m(2),m,Preliminaries,5,4,4,,184,SerhiyLIFYRENKO,6826,UKR,44.329,
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",500m(2),m,Preliminaries,6,1,3,,120,LIUXiaoLiang,6233,CHN,44.072,Q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",500m(2),m,Preliminaries,6,2,2,,175,RomanIZBICKI,6209,POL,45.488,Q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",500m(2),m,Preliminaries,6,3,4,,177,MiodragPOPOVIC,6244,SRB,48.229,
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",500m(2),m,Preliminaries,6,DQ,1,,170,JorritOOSTEN,6123,NED,DQ,
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",500m(2),m,Preliminaries,7,1,1,,110,KirilPANDOV,6779,BUL,43.587,Q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",500m(2),m,Preliminaries,7,2,2,,104,ElliottSHRIANE,6846,AUS,43.654,Q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",500m(2),m,Preliminaries,7,3,3,,188,AndriyKOZHUKH,6133,UKR,48.268,
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",500m(2),m,Preliminaries,8,1,1,,112,OlivierJEAN,6756,CAN,43.005,Q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",500m(2),m,Preliminaries,8,2,3,,146,FabioCARTA,6001,ITA,43.879,Q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",500m(2),m,Preliminaries,8,3,2,,133,AnthonyDOUGLAS,6301,GBR,44.811,
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",500m(2),m,Preliminaries,9,1,4,,191,RyanBEDFORD,6956,USA,43.901,Q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",500m(2),m,Preliminaries,9,2,3,,126,BenoitANTERIEUX,6193,FRA,44.077,Q
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",500m(2),m,Preliminaries,9,3,1,,169,FreekvanderWART,7269,NED,44.472,
2006-2007,"ISU World Cup 2006/2007, Hungary, Budapest",500m(2),m,Preliminaries,9,4,2,,185,DmytroPOLTAVETS,7221,UKR,45.114,
