season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,Points
1995-1996,1996 World Championships,3000MRelay,w,SemiFinals,1,1,2,,,KOREA,7314,KOR,4:29.263,,
1995-1996,1996 World Championships,3000MRelay,w,SemiFinals,1,2,1,,,UNITEDSTATES,7316,USA,4:30.376,,
1995-1996,1996 World Championships,3000MRelay,w,SemiFinals,1,3,3,,,JAPAN,7310,JPN,4:31.951,,
1995-1996,1996 World Championships,3000MRelay,w,SemiFinals,1,4,4,,,RUSSIA,7315,RUS,4:37.611,,
1995-1996,1996 World Championships,3000MRelay,w,SemiFinals,2,1,2,,,CHINA,7311,CHN,4:27.129,,
1995-1996,1996 World Championships,3000MRelay,w,SemiFinals,2,2,3,,,ITALY,7317,ITA,4:27.218,,
1995-1996,1996 World Championships,3000MRelay,w,SemiFinals,2,3,1,,,CANADA,7312,CAN,4:28.639,,
1995-1996,1996 World Championships,3000MRelay,w,SemiFinals,2,4,4,,,BULGARIA,7335,BUL,4:38.859,,
