season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),5000mRelay,m,Quarterfinals,1,1,1,,334,RUSSIA,9029,RUS,6:37.807,Q
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),5000mRelay,m,Quarterfinals,1,2,2,,315,HUNGARY,9021,HUN,6:38.653,Q
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),5000mRelay,m,Quarterfinals,1,3,3,,328,NETHERLANDS,9027,NED,6:39.330,q
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),5000mRelay,m,Quarterfinals,1,4,4,,331,POLAND,9028,POL,7:12.663,
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),5000mRelay,m,Quarterfinals,2,1,1,,306,CHINA,9022,CHN,6:42.566,Q
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),5000mRelay,m,Quarterfinals,2,2,4,,311,FRANCE,9018,FRA,6:43.570,Q
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),5000mRelay,m,Quarterfinals,2,3,2,,304,CANADA,9016,CAN,6:50.631,
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),5000mRelay,m,Quarterfinals,2,YC,3,,322,KAZAKHSTAN,9025,KAZ,YC,
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),5000mRelay,m,Quarterfinals,3,1,2,,321,JAPAN,9024,JPN,6:43.802,Q
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),5000mRelay,m,Quarterfinals,3,3,3,,318,ITALY,9023,ITA,6:44.529,q
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),5000mRelay,m,Quarterfinals,3,4,4,,340,UNITEDSTATES,9032,USA,6:52.172,
