season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,1,2,4,,307,NETHERLANDS,9040,NED,4:13.159,Q
2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,1,3,1,,308,FRANCE,9042,FRA,4:14.734,q
2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,1,4,3,,302,CZECHREPUBLIC,9065,CZE,4:24.931,
2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,2,1,1,,310,CANADA,9049,CAN,4:13.509,Q
2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,2,2,4,,304,RUSSIA,9046,RUS,4:15.296,Q
2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,2,3,2,,305,POLAND,9041,POL,4:21.391,
2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,2,PEN,3,,306,HUNGARY,9043,HUN,PEN,
2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,3,1,4,,311,CHINA,9048,CHN,4:16.753,Q
2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,3,2,1,,303,ITALY,9039,ITA,4:18.595,Q
2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,3,3,3,,309,JAPAN,9047,JPN,4:18.850,q
2015-2016,ISU World Cup 2015/16 - Shanghai (CHN),3000mRelay,w,Heats,3,4,2,,301,BULGARIA,9057,BUL,4:29.043,
