season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",1500M,m,Heats,1,1,2,,115,HANTianyu,8388,CHN,2:29.130,Q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",1500M,m,Heats,1,2,1,,112,AlexandreSTJEAN,7916,CAN,2:29.630,Q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",1500M,m,Heats,1,3,5,,177,JamesRODOWSKY,7953,USA,2:30.519,,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",1500M,m,Heats,1,4,4,,145,NIKISHADenis,8396,KAZ,2:32.718,,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",1500M,m,Heats,1,5,3,,172,SerdarILTIR,7787,TUR,2:48.716,,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",1500M,m,Heats,2,1,5,,161,LEEHyoBeen,7941,KOR,2:21.522,Q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",1500M,m,Heats,2,2,3,,120,MilosAPELTAUER,7896,CZE,2:21.622,Q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",1500M,m,Heats,2,3,4,,102,PierreBODA,7588,AUS,2:21.807,q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",1500M,m,Heats,2,4,6,,153,MarkPRINSEN,7936,NED,2:23.340,,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",1500M,m,Heats,2,5,1,,119,WANGYang-Chun,7758,TPE,2:30.007,,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",1500M,m,Heats,2,6,2,,156,ChristopherJARDEN,8404,NZL,2:31.165,,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",1500M,m,Heats,3,1,3,,114,CHENGuang,8387,CHN,2:19.054,Q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",1500M,m,Heats,3,2,2,,142,HirokiYOKOYAMA,7932,JPN,2:19.966,Q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",1500M,m,Heats,3,3,6,,126,MurrayCOCHRANE,7927,GBR,2:20.576,q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",1500M,m,Heats,3,4,4,,158,SebastianKLOSINSKI,7748,POL,2:20.955,,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",1500M,m,Heats,3,5,5,,169,KennethRussellCHEW,8409,SGP,notime,,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",1500M,m,Heats,3,PEN,1,,135,CASSINELLIAndrea,7741,ITA,PEN,,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",1500M,m,Heats,4,1,4,,175,ClaudeGILBERT,8410,USA,2:21.561,Q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",1500M,m,Heats,4,2,2,,151,ChristiaanBOKKERINK,7611,NED,2:21.604,Q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",1500M,m,Heats,4,3,5,,166,DmitryMIGUNOV,7755,RUS,2:22.357,q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",1500M,m,Heats,4,4,6,,144,RinatMAZHENOV,8038,KAZ,2:26.281,,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",1500M,m,Heats,4,5,3,,171,MenderesEREN,8351,TUR,2:26.504,,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",1500M,m,Heats,4,6,1,,149,deVinWONG,8401,MAS,,,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",1500M,m,Heats,5,1,6,,113,CHENDequan,7918,CHN,2:20.108,Q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",1500M,m,Heats,5,2,3,,160,KIMJoonChun,8399,KOR,2:20.118,Q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",1500M,m,Heats,5,3,2,,168,EduardSTRELKOV,8408,RUS,2:20.390,q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",1500M,m,Heats,5,4,1,,107,MathiasVOSTE,7888,BEL,2:21.608,,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",1500M,m,Heats,5,5,5,,163,IstvanGALORAVECZ,7753,ROU,2:24.314,,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",1500M,m,Heats,5,6,4,,148,HarrisRASHID,8400,MAS,notime,,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",1500M,m,Heats,6,1,2,,176,John-HenryKRUEGER,7763,USA,2:32.582,Q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",1500M,m,Heats,6,2,3,,137,TomasGIACOMELLI,8393,ITA,2:32.784,Q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",1500M,m,Heats,6,3,1,,108,TsvetanTSANKOV,7431,BUL,2:33.046,,
