season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2010-2011,"2011 ISU European Championships, NED, Heerenveen",1500m,m,Semifinals,1,1,4,,126,ThibautFAUCONNET,6785,FRA,2:15.920,Q,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",1500m,m,Semifinals,1,2,1,,169,RuslanZAKHAROV,6935,RUS,2:16.099,Q,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",1500m,m,Semifinals,1,3,6,,155,NielsKERSTHOLT,7067,NED,2:16.145,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",1500m,m,Semifinals,1,4,5,,132,RichardSHOEBRIDGE,7825,GBR,2:16.878,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",1500m,m,Semifinals,1,5,2,,109,EdinBRANKOVIC,7256,BIH,2:18.743,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",1500m,m,Semifinals,1,6,3,,149,NicolaRODIGARI,6332,ITA,2:20.847,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",1500m,m,Semifinals,2,1,3,,156,KNEGTSjinkie,7352,NED,2:24.694,Q,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",1500m,m,Semifinals,2,2,6,,160,BartoszKONOPKO,7169,POL,2:25.807,Q,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",1500m,m,Semifinals,2,3,4,,134,JackWHELBOURNE,7437,GBR,2:25.866,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",1500m,m,Semifinals,2,4,5,,151,SAULITISJekabs,7267,LAT,2:31.127,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",1500m,m,Semifinals,2,5,2,,129,JeremyMASSON,6173,FRA,2:48.289,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",1500m,m,Semifinals,2,PEN,1,,145,BYKANOVVladislav,6178,ISR,PEN,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",1500m,m,Semifinals,3,2,4,,165,SemenELISTRATOV,7293,RUS,2:19.147,Q,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",1500m,m,Semifinals,3,3,5,,136,PaulHERRMANN,6803,GER,2:19.190,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",1500m,m,Semifinals,3,4,2,,157,FreekvanderWART,7269,NED,2:19.270,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",1500m,m,Semifinals,3,5,3,,147,DOTTITommaso,7604,ITA,2:19.499,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",1500m,m,Semifinals,3,6,6,,133,PaulSTANLEY,7054,GBR,2:19.605,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",1500m,m,Semifinals,3,7,7,,140,BenceBERES,7438,HUN,2:22.248,,
