season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2016-2017,ISU World Cup 2016/17 - Calgary (CAN),5000mRelay,m,Heats,1,1,3,,402,CANADA,9016,CAN,6:32.955,Q
2016-2017,ISU World Cup 2016/17 - Calgary (CAN),5000mRelay,m,Heats,1,2,1,,414,UNITEDSTATES,9032,USA,6:33.363,Q
2016-2017,ISU World Cup 2016/17 - Calgary (CAN),5000mRelay,m,Heats,1,PEN,2,,409,KAZAKHSTAN,9025,KAZ,PEN,
2016-2017,ISU World Cup 2016/17 - Calgary (CAN),5000mRelay,m,Heats,2,1,4,,410,KOREA,9026,KOR,6:48.266,Q
2016-2017,ISU World Cup 2016/17 - Calgary (CAN),5000mRelay,m,Heats,2,2,2,,403,CHINA,9022,CHN,6:48.729,Q
2016-2017,ISU World Cup 2016/17 - Calgary (CAN),5000mRelay,m,Heats,2,3,1,,405,GREATBRITAIN,9019,GBR,6:49.290,
2016-2017,ISU World Cup 2016/17 - Calgary (CAN),5000mRelay,m,Heats,2,4,3,,413,TURKEY,9030,TUR,7:16.247,
2016-2017,ISU World Cup 2016/17 - Calgary (CAN),5000mRelay,m,Heats,3,1,1,,406,HUNGARY,9021,HUN,6:41.460,Q
2016-2017,ISU World Cup 2016/17 - Calgary (CAN),5000mRelay,m,Heats,3,2,2,,412,RUSSIA,9029,RUS,6:46.101,Q
2016-2017,ISU World Cup 2016/17 - Calgary (CAN),5000mRelay,m,Heats,3,3,4,,401,BELGIUM,9013,BEL,6:47.458,
2016-2017,ISU World Cup 2016/17 - Calgary (CAN),5000mRelay,m,Heats,3,4,3,,408,JAPAN,9024,JPN,6:52.046,
2016-2017,ISU World Cup 2016/17 - Calgary (CAN),5000mRelay,m,Heats,4,1,3,,411,NETHERLANDS,9027,NED,6:47.320,Q
2016-2017,ISU World Cup 2016/17 - Calgary (CAN),5000mRelay,m,Heats,4,2,2,,404,FRANCE,9018,FRA,6:48.019,Q
2016-2017,ISU World Cup 2016/17 - Calgary (CAN),5000mRelay,m,Heats,4,3,1,,407,ITALY,9023,ITA,6:48.557,
