season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2018-2019,ISU World Cup 2018/19 - Torino (ITA),500m(2),m,Semifinals,1,1,1,,10,SamuelGIRARD,8600,CAN,41.305,QA
2018-2019,ISU World Cup 2018/19 - Torino (ITA),500m(2),m,Semifinals,1,2,2,,153,KIMGunWoo,9461,KOR,41.563,QA
2018-2019,ISU World Cup 2018/19 - Torino (ITA),500m(2),m,Semifinals,1,3,3,,20,CsabaBURJAN,7738,HUN,41.771,QB
2018-2019,ISU World Cup 2018/19 - Torino (ITA),500m(2),m,Semifinals,1,4,4,,27,deLAATItzhak,7746,NED,41.800,QB
2018-2019,ISU World Cup 2018/19 - Torino (ITA),500m(2),m,Semifinals,1,5,5,,22,DIONPascal,8999,CAN,42.049,
2018-2019,ISU World Cup 2018/19 - Torino (ITA),500m(2),m,Semifinals,2,1,1,,4,LIMHyoJun,9324,KOR,40.653,QA
2018-2019,ISU World Cup 2018/19 - Torino (ITA),500m(2),m,Semifinals,2,2,3,,128,YUSongnan,9388,CHN,41.016,QA
2018-2019,ISU World Cup 2018/19 - Torino (ITA),500m(2),m,Semifinals,2,3,2,,11,YOSHINAGAKazuki,8745,JPN,41.118,QB
2018-2019,ISU World Cup 2018/19 - Torino (ITA),500m(2),m,Semifinals,2,4,5,,57,WATANABEKeita,7605,JPN,41.239,QB
2018-2019,ISU World Cup 2018/19 - Torino (ITA),500m(2),m,Semifinals,2,5,4,,68,HOOGERWERFDylan,8497,NED,42.320,
