season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2014-2015,ISU European Short Track Speed Skating Championships® 2015,1500m,m,Heats,1,1,4,,61,SemenELISTRATOV,7293,RUS,2:24.917,Q,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,1500m,m,Heats,1,2,6,,1,MathiasVOSTE,7888,BEL,2:25.191,Q,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,1500m,m,Heats,1,3,5,,44,DavideVISCARDI,7440,ITA,2:25.202,,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,1500m,m,Heats,1,4,3,,20,VincentJEANNE,7890,FRA,2:28.442,,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,1500m,m,Heats,1,5,1,,74,SerhiyLIFYRENKO,6826,UKR,2:28.445,,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,1500m,m,Heats,1,6,2,,65,MiodragPOPOVIC,6244,SRB,2:30.377,,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,1500m,m,Heats,2,1,1,,64,RuslanZAKHAROV,6935,RUS,2:22.101,Q,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,1500m,m,Heats,2,2,5,,49,BREEUWSMADaan,7218,NED,2:22.168,Q,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,1500m,m,Heats,2,3,2,,31,SCHUBERTChristoph,7734,GER,2:22.586,,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,1500m,m,Heats,2,4,6,,46,RobertsZVEJNIEKS,8490,LAT,2:25.925,,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,1500m,m,Heats,2,5,3,,66,JoseCAVALLI,7756,SUI,2:25.948,,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,1500m,m,Heats,2,6,4,,2,NihadBASIC,7889,BIH,2:38.079,,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,1500m,m,Heats,3,1,6,,19,ThibautFAUCONNET,6785,FRA,2:21.616,Q,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,1500m,m,Heats,3,2,2,,3,EdinBRANKOVIC,7256,BIH,2:23.280,Q,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,1500m,m,Heats,3,3,1,,54,EinarAGDESTEIN,8701,NOR,2:24.484,,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,1500m,m,Heats,3,4,4,,73,NecmettinBerkYETISKEN,8352,TUR,2:26.730,ADV,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,1500m,m,Heats,3,5,3,,48,MaxBACKSTROM,8590,LUX,2:27.027,,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,1500m,m,Heats,3,YC,5,,10,KlaudioNASRI,8540,BUL,YC,,
2014-2015,ISU European Short Track Speed Skating Championships® 2015,1500m,m,Heats,4,1,5,,60,VictorAN,8344,RUS,2:16.432,Q,
