season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2001-2002,2002 European Championships,5000MRelay,m,Heats,1,1,3,,,ITALY,7301,ITA,,
2001-2002,2002 European Championships,5000MRelay,m,Heats,1,2,2,,,FRANCE,7319,FRA,,
2001-2002,2002 European Championships,5000MRelay,m,Heats,1,3,1,,,BULGARIA,7392,BUL,,
2001-2002,2002 European Championships,5000MRelay,m,Heats,2,1,1,,,GREATBRITAIN,7320,GBR,7:16.553,
2001-2002,2002 European Championships,5000MRelay,m,Heats,2,2,2,,,GERMANY,7302,GER,7:16.664,
2001-2002,2002 European Championships,5000MRelay,m,Heats,2,3,3,,,RUSSIA,7307,RUS,7:17.459,
2001-2002,2002 European Championships,5000MRelay,m,Heats,2,4,4,,,UKRAINE,7308,UKR,7:25.195,
2001-2002,2002 European Championships,5000MRelay,m,Heats,3,1,1,,,BELGIUM,7897,BEL,7:20.029,
2001-2002,2002 European Championships,5000MRelay,m,Heats,3,2,3,,,NETHERLANDS,7321,NED,7:21.303,
2001-2002,2002 European Championships,5000MRelay,m,Heats,3,3,2,,,HUNGARY,7324,HUN,7:23.104,
2001-2002,2002 European Championships,5000MRelay,m,Heats,3,4,4,,,SLOVAKIA,7328,SVK,7:40.763,
